id,source_neural_network,num_of_calls,parameters,running_time
#18,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,5,"{'max1': [[6]], 'max2': []}",1.4758110046386718e-05
#19,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,5,"{'max1': [[24]], 'max2': []}",1.4820098876953124e-05
#20,ssd300_coco,2,"{'max1': [[13, 1, 2]], 'max2': [[1, 8732, 2]]}",1.3451576232910157e-05
#21,ssd300_coco,2,"{'max1': [[4, 8732]], 'max2': []}",1.5668869018554687e-05
#22,ssd300_coco,2,"{'max1': [[11, 8732]], 'max2': []}",1.3971328735351563e-05
#23,ssd300_coco,2,"{'max1': [[3, 8732]], 'max2': []}",1.4352798461914063e-05
#24,ssd300_coco,2,"{'max1': [[7, 8732]], 'max2': []}",3.3216476440429686e-05
#25,ssd300_coco,4,"{'max1': [[13, 8732]], 'max2': []}",1.4731884002685547e-05
#26,ssd300_coco,2,"{'max1': [[28, 8732]], 'max2': []}",1.5583038330078125e-05
#27,ssd300_coco,2,"{'max1': [[2, 8732]], 'max2': []}",1.4522075653076171e-05
#28,ssd300_coco,2,"{'max1': [[5, 8732]], 'max2': []}",1.537799835205078e-05
#29,ssd300_coco,2,"{'max1': [[6, 8732]], 'max2': []}",1.4224052429199218e-05
#30,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[2, 1000]], 'max2': [[1]]}",1.3854503631591797e-05
#31,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[2, 1, 2]], 'max2': [[1, 1000, 2]]}",1.524209976196289e-05
#32,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[3, 217413]], 'max2': []}",1.5408992767333983e-05
#33,faster_rcnn_r50_fpn_1x_coco,3,"{'max1': [[8663, 4]], 'max2': []}",3.5016536712646485e-05
#34,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[2, 255780]], 'max2': []}",1.7588138580322265e-05
#35,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[1, 1000]], 'max2': []}",1.4576911926269531e-05
#36,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[3, 1000]], 'max2': []}",1.5645027160644532e-05
#37,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[1, 217413]], 'max2': []}",0.00011497974395751953
#38,faster_rcnn_r50_fpn_1x_coco,4,"{'max1': [[2, 1000]], 'max2': []}",1.5680789947509765e-05
#39,faster_rcnn_r50_fpn_1x_coco,2,"{'max1': [[2, 242991]], 'max2': []}",2.2840499877929687e-05
#40,centernet_resnet18_140e_coco,168,"{'max1': [[7, 7]], 'max2': [[7, 7]]}",7.939577102661133e-05
#41,centernet_resnet18_140e_coco,168,"{'max1': [[7, 7]], 'max2': []}",1.4162063598632812e-05
#42,centernet_resnet18_140e_coco,102,"{'max1': [[9, 9]], 'max2': [[9, 9]]}",1.5473365783691408e-05
#43,centernet_resnet18_140e_coco,102,"{'max1': [[9, 9]], 'max2': []}",1.554250717163086e-05
#44,centernet_resnet18_140e_coco,427,"{'max1': [[1, 1]], 'max2': [[1, 1]]}",1.4111995697021484e-05
#45,centernet_resnet18_140e_coco,427,"{'max1': [[1, 1]], 'max2': []}",2.0182132720947267e-05
#46,centernet_resnet18_140e_coco,236,"{'max1': [[5, 5]], 'max2': [[5, 5]]}",1.4438629150390626e-05
#47,centernet_resnet18_140e_coco,236,"{'max1': [[5, 5]], 'max2': []}",1.4679431915283203e-05
#48,centernet_resnet18_140e_coco,385,"{'max1': [[3, 3]], 'max2': [[3, 3]]}",1.4460086822509765e-05
#49,centernet_resnet18_140e_coco,385,"{'max1': [[3, 3]], 'max2': []}",1.5261173248291017e-05
#50,detr_r50_8x2_150e_coco,12,"{'max1': [[100, 1, 2]], 'max2': [[1, 16, 2]]}",1.5380382537841798e-05
#51,detr_r50_8x2_150e_coco,12,"{'max1': [[100, 16]], 'max2': [[1]]}",1.550436019897461e-05
#52,detr_r50_8x2_150e_coco,120,"{'max1': [[100, 2]], 'max2': [[100, 2]]}",1.3380050659179687e-05
#53,detr_r50_8x2_150e_coco,120,"{'max1': [[100]], 'max2': [[1]]}",1.5614032745361327e-05
#54,detr_r50_8x2_150e_coco,48,"{'max1': [[100, 1, 2]], 'max2': [[1, 1, 2]]}",1.3387203216552734e-05
#55,detr_r50_8x2_150e_coco,48,"{'max1': [[100, 1]], 'max2': [[1]]}",1.9965171813964843e-05
#56,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 1, 2]], 'max2': [[1, 2, 2]]}",1.3554096221923828e-05
#57,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 2]], 'max2': [[1]]}",1.3985633850097655e-05
#58,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 1, 2]], 'max2': [[1, 7, 2]]}",0.0002504181861877441
#59,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 7]], 'max2': [[1]]}",1.4081001281738282e-05
#60,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[8741, 4]], 'max2': []}",1.4498233795166016e-05
#61,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[13, 242991]], 'max2': []}",1.7216205596923827e-05
#62,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 242991]], 'max2': []}",1.4569759368896484e-05
#63,mask_rcnn_r50_fpn_1x_coco,4,"{'max1': [[6, 1000]], 'max2': []}",4.0798187255859376e-05
#64,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 1, 2]], 'max2': [[1, 1000, 2]]}",2.9175281524658204e-05
#65,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 1000]], 'max2': [[1]]}",6.554365158081055e-05
#66,mask_rcnn_r50_fpn_1x_coco,4,"{'max1': [[4, 1000]], 'max2': []}",0.00010875463485717773
#67,mask_rcnn_r50_fpn_1x_coco,3,"{'max1': [[8663, 4]], 'max2': []}",1.377105712890625e-05
#68,mask_rcnn_r50_fpn_1x_coco,4,"{'max1': [[6, 217413]], 'max2': []}",1.5473365783691408e-05
#69,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 217413]], 'max2': []}",3.5054683685302735e-05
#70,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 498]], 'max2': [[1]]}",3.0078887939453124e-05
#71,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 1, 2]], 'max2': [[1, 498, 2]]}",1.3871192932128906e-05
#72,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[8, 192300]], 'max2': []}",1.5921592712402344e-05
#73,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[14, 498]], 'max2': []}",2.2852420806884764e-05
#74,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 2000]], 'max2': []}",1.5723705291748048e-05
#75,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 216575]], 'max2': []}",1.4486312866210937e-05
#76,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[1, 511]], 'max2': []}",3.620147705078125e-05
#77,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[4, 508]], 'max2': []}",1.5480518341064455e-05
#78,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[12, 500]], 'max2': []}",1.5630722045898438e-05
#79,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[8, 504]], 'max2': []}",5.4748058319091796e-05
#80,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,10,"{'max1': [[1, 1]], 'max2': []}",1.4505386352539063e-05
#81,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,3,"{'max1': [[3, 3]], 'max2': [[1]]}",1.4810562133789062e-05
#82,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,3,"{'max1': [[3, 1, 2]], 'max2': [[1, 3, 2]]}",1.5380382537841798e-05
#83,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 1, 2]], 'max2': [[1, 2, 2]]}",1.3501644134521485e-05
#84,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 2]], 'max2': [[1]]}",1.4498233795166016e-05
#85,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,8,"{'max1': [[2, 2]], 'max2': []}",1.3637542724609376e-05
#86,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,5,"{'max1': [[1, 1]], 'max2': [[1]]}",1.4355182647705078e-05
#87,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,5,"{'max1': [[1, 1, 2]], 'max2': [[1, 1, 2]]}",1.4255046844482422e-05
#88,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,6,"{'max1': [[3, 3]], 'max2': []}",1.3239383697509766e-05
#89,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 1]], 'max2': []}",1.461505889892578e-05
#90,dbnet_r18_fpnc_1200e_icdar2015,20,"{'max1': [[4, 640, 640]], 'max2': []}",1.4243125915527344e-05
#91,atss_r50_fpn_1x_coco,4,"{'max1': [[3, 2]], 'max2': []}",1.566171646118164e-05
#92,atss_r50_fpn_1x_coco,2,"{'max1': [[85]], 'max2': [[1]]}",2.0170211791992186e-05
#93,atss_r50_fpn_1x_coco,2,"{'max1': [[85, 2]], 'max2': [[85, 2]]}",1.5993118286132812e-05
#94,atss_r50_fpn_1x_coco,2,"{'max1': [[8, 2]], 'max2': []}",0.0002484130859375
#95,atss_r50_fpn_1x_coco,2,"{'max1': [[8, 2]], 'max2': [[8, 2]]}",1.613616943359375e-05
#96,atss_r50_fpn_1x_coco,4,"{'max1': [[3]], 'max2': [[1]]}",1.569032669067383e-05
#97,atss_r50_fpn_1x_coco,4,"{'max1': [[3, 2]], 'max2': [[3, 2]]}",1.420736312866211e-05
#98,atss_r50_fpn_1x_coco,8,"{'max1': [[9]], 'max2': [[1]]}",1.4879703521728515e-05
#99,atss_r50_fpn_1x_coco,8,"{'max1': [[9, 2]], 'max2': [[9, 2]]}",1.4712810516357422e-05
#100,atss_r50_fpn_1x_coco,8,"{'max1': [[9, 2]], 'max2': []}",2.0418167114257813e-05
#101,fcos_r50_caffe_fpn_gn-head_1x_coco,4,"{'max1': [[498, 2]], 'max2': []}",2.960205078125e-05
#102,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[20267, 4, 4]], 'max2': [[-1]]}",1.446247100830078e-05
#103,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[468, 2]], 'max2': []}",1.3628005981445312e-05
#104,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[18134, 2, 4]], 'max2': [[-1]]}",1.5306472778320313e-05
#105,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[1562, 2]], 'max2': []}",1.3988018035888672e-05
#106,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[153, 2]], 'max2': []}",6.634950637817383e-05
#107,fcos_r50_caffe_fpn_gn-head_1x_coco,3,"{'max1': [[20267, 3, 4]], 'max2': [[-1]]}",1.4183521270751954e-05
#108,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[362, 2]], 'max2': []}",1.3945102691650391e-05
#109,fcos_r50_caffe_fpn_gn-head_1x_coco,3,"{'max1': [[20267, 1, 4]], 'max2': [[-1]]}",1.547574996948242e-05
#110,fcos_r50_caffe_fpn_gn-head_1x_coco,4,"{'max1': [[22400, 1, 4]], 'max2': [[-1]]}",1.5361309051513674e-05
#111,retinanet_r50_fpn_1x_coco,1,"{'max1': [[12, 1, 2]], 'max2': [[1, 163206, 2]]}",6.93202018737793e-05
#112,retinanet_r50_fpn_1x_coco,1,"{'max1': [[12, 163206]], 'max2': [[1]]}",1.5015602111816406e-05
#113,retinanet_r50_fpn_1x_coco,2,"{'max1': [[12, 163206]], 'max2': []}",1.3730525970458985e-05
#114,retinanet_r50_fpn_1x_coco,1,"{'max1': [[5, 1, 2]], 'max2': [[1, 182403, 2]]}",1.5532970428466798e-05
#115,retinanet_r50_fpn_1x_coco,1,"{'max1': [[5, 182403]], 'max2': [[1]]}",1.4247894287109375e-05
#116,retinanet_r50_fpn_1x_coco,2,"{'max1': [[5, 182403]], 'max2': []}",1.3530254364013672e-05
#117,retinanet_r50_fpn_1x_coco,1,"{'max1': [[2, 1, 2]], 'max2': [[1, 182403, 2]]}",4.21595573425293e-05
#118,retinanet_r50_fpn_1x_coco,2,"{'max1': [[1, 163206]], 'max2': []}",1.531362533569336e-05
#119,retinanet_r50_fpn_1x_coco,2,"{'max1': [[2, 182403]], 'max2': []}",1.4126300811767578e-05
#120,retinanet_r50_fpn_1x_coco,2,"{'max1': [[7, 193374]], 'max2': []}",1.4591217041015626e-05
