id,source_neural_network,num_of_calls,parameters,running_time
#13,shufflenet-v2-1x_16xb64_cifar10,26,"{'input_size': [[58]], 'value': [[1]], 'dtype': []}",8.754730224609375e-06
#14,shufflenet-v2-1x_16xb64_cifar10,13,"{'input_size': [[58]], 'value': [[1.0]], 'dtype': []}",8.809566497802735e-06
#15,shufflenet-v2-1x_16xb64_cifar10,26,"{'input_size': [[58]], 'value': [[0]], 'dtype': []}",8.866786956787109e-06
#16,shufflenet-v2-1x_16xb64_cifar10,52,"{'input_size': [[116]], 'value': [[1]], 'dtype': []}",8.769035339355469e-06
#17,shufflenet-v2-1x_16xb64_cifar10,26,"{'input_size': [[116]], 'value': [[1.0]], 'dtype': []}",8.75711441040039e-06
#18,shufflenet-v2-1x_16xb64_cifar10,52,"{'input_size': [[116]], 'value': [[0]], 'dtype': []}",8.859634399414062e-06
#19,shufflenet-v2-1x_16xb64_cifar10,28,"{'input_size': [[232]], 'value': [[1]], 'dtype': []}",8.842945098876954e-06
#20,stgcn_80e_ntu60_xsub_keypoint,11,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.809566497802735e-06
#21,stgcn_80e_ntu60_xsub_keypoint,11,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",8.759498596191407e-06
#22,stgcn_80e_ntu60_xsub_keypoint,16,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.67605209350586e-06
#23,stgcn_80e_ntu60_xsub_keypoint,8,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.907318115234375e-06
#24,stgcn_80e_ntu60_xsub_keypoint,14,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.974075317382813e-06
#25,stgcn_80e_ntu60_xsub_keypoint,7,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",8.721351623535156e-06
#26,stgcn_80e_ntu60_xsub_keypoint,14,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.73565673828125e-06
#27,stgcn_80e_ntu60_xsub_keypoint,7,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.714199066162109e-06
#28,stgcn_80e_ntu60_xsub_keypoint,4,"{'input_size': [[192]], 'value': [[0]], 'dtype': []}",8.81671905517578e-06
#29,stgcn_80e_ntu60_xsub_keypoint,12,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",8.785724639892578e-06
#30,hrnet_w32_coco_256x192_coarsedropout,92,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.711814880371094e-06
#31,hrnet_w32_coco_256x192_coarsedropout,92,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.687973022460937e-06
#32,hrnet_w32_coco_256x192_coarsedropout,36,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.747577667236328e-06
#33,hrnet_w32_coco_256x192_coarsedropout,36,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.802413940429688e-06
#34,hrnet_w32_coco_256x192_coarsedropout,93,"{'input_size': [[32]], 'value': [[1]], 'dtype': []}",8.847713470458984e-06
#35,hrnet_w32_coco_256x192_coarsedropout,93,"{'input_size': [[32]], 'value': [[1.0]], 'dtype': []}",8.902549743652345e-06
#36,hrnet_w32_coco_256x192_coarsedropout,71,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.821487426757812e-06
#37,hrnet_w32_coco_256x192_coarsedropout,71,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",8.652210235595703e-06
#38,hrnet_w32_coco_256x192_coarsedropout,1,"{'input_size': [[17]], 'value': [[0]], 'dtype': []}",8.678436279296875e-06
#39,upernet_vit-b16_ln_mln_512x512_160k_ade20k,25,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",8.59975814819336e-06
#40,upernet_vit-b16_ln_mln_512x512_160k_ade20k,12,"{'input_size': [[2304]], 'value': [[0.0]], 'dtype': []}",8.616447448730469e-06
#41,upernet_vit-b16_ln_mln_512x512_160k_ade20k,12,"{'input_size': [[768]], 'value': [[0.0]], 'dtype': []}",8.690357208251954e-06
#42,upernet_vit-b16_ln_mln_512x512_160k_ade20k,16,"{'input_size': [[768]], 'value': [[0]], 'dtype': []}",8.704662322998046e-06
#43,upernet_vit-b16_ln_mln_512x512_160k_ade20k,38,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.695125579833984e-06
#44,upernet_vit-b16_ln_mln_512x512_160k_ade20k,24,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",8.769035339355469e-06
#45,upernet_vit-b16_ln_mln_512x512_160k_ade20k,14,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",8.792877197265626e-06
#46,upernet_vit-b16_ln_mln_512x512_160k_ade20k,3,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.842945098876954e-06
#47,upernet_vit-b16_ln_mln_512x512_160k_ade20k,2,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.823871612548828e-06
#48,upernet_vit-b16_ln_mln_512x512_160k_ade20k,2,"{'input_size': [[150]], 'value': [[0]], 'dtype': []}",8.7738037109375e-06
#49,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,6,"{'input_size': [[96]], 'value': [[1.0]], 'dtype': []}",8.707046508789063e-06
#50,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,14,"{'input_size': [[384]], 'value': [[1.0]], 'dtype': []}",8.783340454101563e-06
#51,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,6,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",8.780956268310546e-06
#52,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,5,"{'input_size': [[192]], 'value': [[1.0]], 'dtype': []}",8.785724639892578e-06
#53,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[1536]], 'value': [[1.0]], 'dtype': []}",8.785724639892578e-06
#54,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,26,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.788108825683594e-06
#55,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[3]], 'value': [[0]], 'dtype': []}",8.800029754638671e-06
#56,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[12]], 'value': [[0]], 'dtype': []}",8.840560913085937e-06
#57,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[81]], 'value': [[0]], 'dtype': []}",8.804798126220703e-06
#58,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input_size': [[1024]], 'value': [[0]], 'dtype': []}",8.854866027832031e-06
#59,ssd300_coco,8,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.711814880371094e-06
#60,ssd300_coco,2,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",8.831024169921875e-06
#61,ssd300_coco,6,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",8.652210235595703e-06
#62,ssd300_coco,1,"{'input_size': [[512]], 'value': [[20]], 'dtype': []}",8.749961853027344e-06
#63,ssd300_coco,3,"{'input_size': [[324]], 'value': [[0]], 'dtype': []}",4.341840744018555e-05
#64,ssd300_coco,3,"{'input_size': [[486]], 'value': [[0]], 'dtype': []}",8.881092071533203e-06
#65,ssd300_coco,3,"{'input_size': [[16]], 'value': [[0]], 'dtype': []}",8.876323699951171e-06
#66,ssd300_coco,3,"{'input_size': [[24]], 'value': [[0]], 'dtype': []}",8.738040924072265e-06
#67,resnet18_8xb16_cifar10,10,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.65936279296875e-06
#68,resnet18_8xb16_cifar10,5,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.71896743774414e-06
#69,resnet18_8xb16_cifar10,10,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.759498596191407e-06
#70,resnet18_8xb16_cifar10,5,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",8.766651153564454e-06
#71,resnet18_8xb16_cifar10,10,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.823871612548828e-06
#72,resnet18_8xb16_cifar10,9,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",8.878707885742188e-06
#73,resnet18_8xb16_cifar10,10,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.881092071533203e-06
#74,resnet18_8xb16_cifar10,9,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.900165557861328e-06
#75,resnet18_8xb16_cifar10,9,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",8.807182312011718e-06
#76,resnet18_8xb16_cifar10,9,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",8.769035339355469e-06
#77,vgg19bn_8xb32_cifar10,4,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.845329284667969e-06
#78,vgg19bn_8xb32_cifar10,16,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",8.85009765625e-06
#79,vgg19bn_8xb32_cifar10,8,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",8.723735809326173e-06
#80,vgg19bn_8xb32_cifar10,4,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.5532455444335935e-05
#81,vgg19bn_8xb32_cifar10,32,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",8.819103240966797e-06
#82,vgg19bn_8xb32_cifar10,8,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",8.85009765625e-06
#83,vgg19bn_8xb32_cifar10,8,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.85009765625e-06
#84,vgg19bn_8xb32_cifar10,8,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.962154388427735e-06
#85,vgg19bn_8xb32_cifar10,16,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.950233459472656e-06
#86,vgg19bn_8xb32_cifar10,16,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.98122787475586e-06
#87,faster_rcnn_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.943080902099609e-06
#88,faster_rcnn_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.914470672607422e-06
#89,faster_rcnn_r50_fpn_1x_coco,16,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.823871612548828e-06
#90,faster_rcnn_r50_fpn_1x_coco,16,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.907318115234375e-06
#91,faster_rcnn_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.835792541503907e-06
#92,faster_rcnn_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",8.778572082519531e-06
#93,faster_rcnn_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.692741394042969e-06
#94,faster_rcnn_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",8.697509765625e-06
#95,faster_rcnn_r50_fpn_1x_coco,7,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",8.780956268310546e-06
#96,faster_rcnn_r50_fpn_1x_coco,17,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.859634399414062e-06
#97,mobilenet-v2_8xb32_cifar10,16,"{'input_size': [[32]], 'value': [[1]], 'dtype': []}",8.780956268310546e-06
#98,mobilenet-v2_8xb32_cifar10,15,"{'input_size': [[96]], 'value': [[1]], 'dtype': []}",8.821487426757812e-06
#99,mobilenet-v2_8xb32_cifar10,16,"{'input_size': [[384]], 'value': [[0]], 'dtype': []}",8.609294891357422e-06
#100,mobilenet-v2_8xb32_cifar10,18,"{'input_size': [[960]], 'value': [[1]], 'dtype': []}",8.714199066162109e-06
#101,mobilenet-v2_8xb32_cifar10,12,"{'input_size': [[192]], 'value': [[0]], 'dtype': []}",8.838176727294922e-06
#102,mobilenet-v2_8xb32_cifar10,12,"{'input_size': [[144]], 'value': [[1]], 'dtype': []}",8.974075317382813e-06
#103,mobilenet-v2_8xb32_cifar10,12,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.854866027832031e-06
#104,mobilenet-v2_8xb32_cifar10,18,"{'input_size': [[192]], 'value': [[1]], 'dtype': []}",8.957386016845703e-06
#105,mobilenet-v2_8xb32_cifar10,24,"{'input_size': [[384]], 'value': [[1]], 'dtype': []}",8.771419525146484e-06
#106,mobilenet-v2_8xb32_cifar10,18,"{'input_size': [[576]], 'value': [[1]], 'dtype': []}",8.90970230102539e-06
#107,seresnet50_8xb32_cifar10,31,"{'input_size': [[1024]], 'value': [[0]], 'dtype': []}",8.814334869384765e-06
#108,seresnet50_8xb32_cifar10,19,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",8.671283721923828e-06
#109,seresnet50_8xb32_cifar10,32,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.707046508789063e-06
#110,seresnet50_8xb32_cifar10,16,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.666515350341797e-06
#111,seresnet50_8xb32_cifar10,14,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",8.585453033447265e-06
#112,seresnet50_8xb32_cifar10,16,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.852481842041016e-06
#113,seresnet50_8xb32_cifar10,28,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.778572082519531e-06
#114,seresnet50_8xb32_cifar10,22,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.847713470458984e-06
#115,seresnet50_8xb32_cifar10,16,"{'input_size': [[2048]], 'value': [[0]], 'dtype': []}",8.807182312011718e-06
#116,seresnet50_8xb32_cifar10,27,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",8.721351623535156e-06
#117,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[1024]], 'value': [[1.0]], 'dtype': []}",8.88824462890625e-06
#118,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",8.65936279296875e-06
#119,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.513927459716797e-06
#120,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.802413940429688e-06
#121,deeplabv3_r50-d8_512x512_80k_ade20k,35,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.728504180908203e-06
#122,deeplabv3_r50-d8_512x512_80k_ade20k,34,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.823871612548828e-06
#123,deeplabv3_r50-d8_512x512_80k_ade20k,41,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.823871612548828e-06
#124,deeplabv3_r50-d8_512x512_80k_ade20k,34,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",8.878707885742188e-06
#125,deeplabv3_r50-d8_512x512_80k_ade20k,16,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.90970230102539e-06
#126,deeplabv3_r50-d8_512x512_80k_ade20k,16,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",8.769035339355469e-06
#127,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[672]], 'value': [[0]], 'dtype': []}",8.747577667236328e-06
#128,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[240]], 'value': [[0]], 'dtype': []}",8.792877197265626e-06
#129,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[672]], 'value': [[1]], 'dtype': []}",8.714199066162109e-06
#130,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[240]], 'value': [[1]], 'dtype': []}",8.656978607177735e-06
#131,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[144]], 'value': [[0]], 'dtype': []}",8.754730224609375e-06
#132,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[144]], 'value': [[1]], 'dtype': []}",8.745193481445312e-06
#133,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[1152]], 'value': [[0]], 'dtype': []}",8.90493392944336e-06
#134,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[480]], 'value': [[0]], 'dtype': []}",8.75711441040039e-06
#135,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[1152]], 'value': [[1]], 'dtype': []}",8.742809295654297e-06
#136,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[480]], 'value': [[1]], 'dtype': []}",8.630752563476563e-06
#137,swin-base_16xb64_cifar10,10,"{'input_size': [[96]], 'value': [[1.0]], 'dtype': []}",8.790493011474609e-06
#138,swin-base_16xb64_cifar10,74,"{'input_size': [[384]], 'value': [[1.0]], 'dtype': []}",8.807182312011718e-06
#139,swin-base_16xb64_cifar10,8,"{'input_size': [[192]], 'value': [[1.0]], 'dtype': []}",8.783340454101563e-06
#140,swin-base_16xb64_cifar10,12,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",8.81195068359375e-06
#141,swin-base_16xb64_cifar10,12,"{'input_size': [[768]], 'value': [[0.0]], 'dtype': []}",8.67605209350586e-06
#142,swin-base_16xb64_cifar10,19,"{'input_size': [[1536]], 'value': [[0.0]], 'dtype': []}",8.695125579833984e-06
#143,swin-base_16xb64_cifar10,9,"{'input_size': [[96]], 'value': [[0.0]], 'dtype': []}",8.914470672607422e-06
#144,swin-base_16xb64_cifar10,75,"{'input_size': [[384]], 'value': [[0.0]], 'dtype': []}",8.709430694580078e-06
#145,swin-base_16xb64_cifar10,18,"{'input_size': [[1152]], 'value': [[0.0]], 'dtype': []}",8.709430694580078e-06
#146,swin-base_16xb64_cifar10,8,"{'input_size': [[192]], 'value': [[0.0]], 'dtype': []}",8.804798126220703e-06
#147,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[1024]], 'value': [[1.0]], 'dtype': []}",8.571147918701173e-06
#148,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",8.67605209350586e-06
#149,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.73565673828125e-06
#150,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.73565673828125e-06
#151,fcn_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.697509765625e-06
#152,fcn_r50-d8_512x512_80k_ade20k,17,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.723735809326173e-06
#153,fcn_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.656978607177735e-06
#154,fcn_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",8.826255798339844e-06
#155,fcn_r50-d8_512x512_80k_ade20k,8,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.804798126220703e-06
#156,fcn_r50-d8_512x512_80k_ade20k,8,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",8.873939514160156e-06
#157,solo_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.742809295654297e-06
#158,solo_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.890628814697265e-06
#159,solo_r50_fpn_1x_coco,30,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.87155532836914e-06
#160,solo_r50_fpn_1x_coco,30,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",8.814334869384765e-06
#161,solo_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.776187896728516e-06
#162,solo_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",8.690357208251954e-06
#163,solo_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.745193481445312e-06
#164,solo_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",8.819103240966797e-06
#165,solo_r50_fpn_1x_coco,7,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",8.785724639892578e-06
#166,solo_r50_fpn_1x_coco,31,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.81195068359375e-06
#167,vit-base-p16_pt-64xb64_cifar10-224,25,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",8.764266967773437e-06
#168,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[768]], 'value': [[0]], 'dtype': []}",8.721351623535156e-06
#169,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[3072, 768]], 'value': [[0]], 'dtype': []}",8.747577667236328e-06
#170,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[3072]], 'value': [[0]], 'dtype': []}",8.869171142578126e-06
#171,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[1000, 3072]], 'value': [[0]], 'dtype': []}",8.821487426757812e-06
#172,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[1000]], 'value': [[0]], 'dtype': []}",8.802413940429688e-06
#173,sar_r31_parallel_decoder_toy_dataset,806,"{'input_size': [[9]], 'value': [[0]], 'dtype': []}",8.826255798339844e-06
#174,sar_r31_parallel_decoder_toy_dataset,402,"{'input_size': [[12]], 'value': [[0]], 'dtype': []}",8.74042510986328e-06
#175,sar_r31_parallel_decoder_toy_dataset,1608,"{'input_size': [[7]], 'value': [[0]], 'dtype': []}",8.859634399414062e-06
#176,sar_r31_parallel_decoder_toy_dataset,812,"{'input_size': [[8]], 'value': [[0]], 'dtype': []}",8.821487426757812e-06
#177,sar_r31_parallel_decoder_toy_dataset,9,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",8.709430694580078e-06
#178,sar_r31_parallel_decoder_toy_dataset,404,"{'input_size': [[10]], 'value': [[0]], 'dtype': []}",8.616447448730469e-06
#179,sar_r31_parallel_decoder_toy_dataset,19,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",8.75711441040039e-06
#180,sar_r31_parallel_decoder_toy_dataset,19,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",8.771419525146484e-06
#181,sar_r31_parallel_decoder_toy_dataset,22,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",8.785724639892578e-06
#182,sar_r31_parallel_decoder_toy_dataset,11,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",8.761882781982422e-06
#183,centernet_resnet18_140e_coco,11,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",8.866786956787109e-06
#184,centernet_resnet18_140e_coco,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",8.75234603881836e-06
#185,centernet_resnet18_140e_coco,11,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",8.87155532836914e-06
