id,source_neural_network,num_of_calls,parameters,running_time
#48,centernet_resnet18_140e_coco,385,"{'max1': [[3, 3]], 'max2': [[3, 3]]}",1.941204071044922e-05
#49,centernet_resnet18_140e_coco,385,"{'max1': [[3, 3]], 'max2': []}",2.0372867584228516e-05
#50,detr_r50_8x2_150e_coco,12,"{'max1': [[100, 1, 2]], 'max2': [[1, 16, 2]]}",2.1419525146484376e-05
#51,detr_r50_8x2_150e_coco,12,"{'max1': [[100, 16]], 'max2': [[1]]}",2.0654201507568358e-05
#52,detr_r50_8x2_150e_coco,120,"{'max1': [[100, 2]], 'max2': [[100, 2]]}",1.8372535705566407e-05
#53,detr_r50_8x2_150e_coco,120,"{'max1': [[100]], 'max2': [[1]]}",2.0515918731689452e-05
#54,detr_r50_8x2_150e_coco,48,"{'max1': [[100, 1, 2]], 'max2': [[1, 1, 2]]}",1.805543899536133e-05
#55,detr_r50_8x2_150e_coco,48,"{'max1': [[100, 1]], 'max2': [[1]]}",2.5525093078613282e-05
#56,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 1, 2]], 'max2': [[1, 2, 2]]}",1.7886161804199218e-05
#57,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 2]], 'max2': [[1]]}",1.880168914794922e-05
#58,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 1, 2]], 'max2': [[1, 7, 2]]}",0.00020147323608398437
#59,detr_r50_8x2_150e_coco,24,"{'max1': [[100, 7]], 'max2': [[1]]}",2.0344257354736328e-05
#60,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[8741, 4]], 'max2': []}",2.095937728881836e-05
#61,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[13, 242991]], 'max2': []}",2.1457672119140625e-05
#62,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 242991]], 'max2': []}",2.0506381988525392e-05
#63,mask_rcnn_r50_fpn_1x_coco,4,"{'max1': [[6, 1000]], 'max2': []}",3.231525421142578e-05
#64,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 1, 2]], 'max2': [[1, 1000, 2]]}",2.349376678466797e-05
#65,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 1000]], 'max2': [[1]]}",3.872394561767578e-05
#66,mask_rcnn_r50_fpn_1x_coco,4,"{'max1': [[4, 1000]], 'max2': []}",6.453752517700195e-05
#67,mask_rcnn_r50_fpn_1x_coco,3,"{'max1': [[8663, 4]], 'max2': []}",1.8506050109863282e-05
#68,mask_rcnn_r50_fpn_1x_coco,4,"{'max1': [[6, 217413]], 'max2': []}",2.1548271179199218e-05
#69,mask_rcnn_r50_fpn_1x_coco,2,"{'max1': [[4, 217413]], 'max2': []}",2.7832984924316405e-05
#70,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 498]], 'max2': [[1]]}",2.0968914031982423e-05
#71,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 1, 2]], 'max2': [[1, 498, 2]]}",1.8858909606933592e-05
#72,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[8, 192300]], 'max2': []}",2.1750926971435548e-05
#73,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[14, 498]], 'max2': []}",2.710580825805664e-05
#74,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 2000]], 'max2': []}",2.184629440307617e-05
#75,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 216575]], 'max2': []}",2.109527587890625e-05
#76,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[1, 511]], 'max2': []}",3.412008285522461e-05
#77,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[4, 508]], 'max2': []}",2.149343490600586e-05
#78,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[12, 500]], 'max2': []}",2.1636486053466797e-05
#79,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[8, 504]], 'max2': []}",4.385232925415039e-05
#80,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,10,"{'max1': [[1, 1]], 'max2': []}",2.0351409912109375e-05
#81,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,3,"{'max1': [[3, 3]], 'max2': [[1]]}",2.0751953125e-05
#82,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,3,"{'max1': [[3, 1, 2]], 'max2': [[1, 3, 2]]}",2.0821094512939453e-05
#83,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 1, 2]], 'max2': [[1, 2, 2]]}",1.863241195678711e-05
#84,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 2]], 'max2': [[1]]}",2.0475387573242186e-05
#85,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,8,"{'max1': [[2, 2]], 'max2': []}",2.0012855529785156e-05
#86,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,5,"{'max1': [[1, 1]], 'max2': [[1]]}",2.0537376403808594e-05
#87,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,5,"{'max1': [[1, 1, 2]], 'max2': [[1, 1, 2]]}",1.9996166229248048e-05
#88,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,6,"{'max1': [[3, 3]], 'max2': []}",2.009153366088867e-05
#89,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 1]], 'max2': []}",2.084493637084961e-05
#90,dbnet_r18_fpnc_1200e_icdar2015,20,"{'max1': [[4, 640, 640]], 'max2': []}",2.0368099212646486e-05
#91,atss_r50_fpn_1x_coco,4,"{'max1': [[3, 2]], 'max2': []}",2.151012420654297e-05
#92,atss_r50_fpn_1x_coco,2,"{'max1': [[85]], 'max2': [[1]]}",2.7306079864501953e-05
#93,atss_r50_fpn_1x_coco,2,"{'max1': [[85, 2]], 'max2': [[85, 2]]}",2.239227294921875e-05
#94,atss_r50_fpn_1x_coco,2,"{'max1': [[8, 2]], 'max2': []}",0.0001485896110534668
#95,atss_r50_fpn_1x_coco,2,"{'max1': [[8, 2]], 'max2': [[8, 2]]}",2.1491050720214844e-05
#96,atss_r50_fpn_1x_coco,4,"{'max1': [[3]], 'max2': [[1]]}",2.1703243255615235e-05
#97,atss_r50_fpn_1x_coco,4,"{'max1': [[3, 2]], 'max2': [[3, 2]]}",1.990795135498047e-05
#98,atss_r50_fpn_1x_coco,8,"{'max1': [[9]], 'max2': [[1]]}",2.1419525146484376e-05
#99,atss_r50_fpn_1x_coco,8,"{'max1': [[9, 2]], 'max2': [[9, 2]]}",2.0749568939208985e-05
#100,atss_r50_fpn_1x_coco,8,"{'max1': [[9, 2]], 'max2': []}",2.824544906616211e-05
#101,fcos_r50_caffe_fpn_gn-head_1x_coco,4,"{'max1': [[498, 2]], 'max2': []}",2.1607875823974608e-05
#102,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[20267, 4, 4]], 'max2': [[-1]]}",2.060413360595703e-05
#103,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[468, 2]], 'max2': []}",1.894235610961914e-05
#104,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[18134, 2, 4]], 'max2': [[-1]]}",2.0537376403808594e-05
#105,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[1562, 2]], 'max2': []}",2.015352249145508e-05
#106,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[153, 2]], 'max2': []}",6.06989860534668e-05
#107,fcos_r50_caffe_fpn_gn-head_1x_coco,3,"{'max1': [[20267, 3, 4]], 'max2': [[-1]]}",1.8992424011230468e-05
#108,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[362, 2]], 'max2': []}",1.8956661224365236e-05
#109,fcos_r50_caffe_fpn_gn-head_1x_coco,3,"{'max1': [[20267, 1, 4]], 'max2': [[-1]]}",2.062082290649414e-05
#110,fcos_r50_caffe_fpn_gn-head_1x_coco,4,"{'max1': [[22400, 1, 4]], 'max2': [[-1]]}",2.0990371704101564e-05
#111,retinanet_r50_fpn_1x_coco,1,"{'max1': [[12, 1, 2]], 'max2': [[1, 163206, 2]]}",4.150867462158203e-05
#112,retinanet_r50_fpn_1x_coco,1,"{'max1': [[12, 163206]], 'max2': [[1]]}",2.306938171386719e-05
#113,retinanet_r50_fpn_1x_coco,2,"{'max1': [[12, 163206]], 'max2': []}",2.0148754119873048e-05
#114,retinanet_r50_fpn_1x_coco,1,"{'max1': [[5, 1, 2]], 'max2': [[1, 182403, 2]]}",2.2139549255371094e-05
#115,retinanet_r50_fpn_1x_coco,1,"{'max1': [[5, 182403]], 'max2': [[1]]}",1.9543170928955078e-05
#116,retinanet_r50_fpn_1x_coco,2,"{'max1': [[5, 182403]], 'max2': []}",1.9156932830810546e-05
#117,retinanet_r50_fpn_1x_coco,1,"{'max1': [[2, 1, 2]], 'max2': [[1, 182403, 2]]}",3.8673877716064455e-05
#118,retinanet_r50_fpn_1x_coco,2,"{'max1': [[1, 163206]], 'max2': []}",2.0608901977539062e-05
#119,retinanet_r50_fpn_1x_coco,2,"{'max1': [[2, 182403]], 'max2': []}",2.0098686218261718e-05
#120,retinanet_r50_fpn_1x_coco,2,"{'max1': [[7, 193374]], 'max2': []}",2.1512508392333985e-05
