id,source_neural_network,num_of_calls,parameters,running_time,Mflops
#103,mobilenet-v2_8xb32_cifar10,50,{'input_size': [[96]]},8.637905120849609e-06,11.113805796301408
#104,mobilenet-v2_8xb32_cifar10,30,{'input_size': [[160]]},8.533000946044922e-06,18.750730371612182
#105,mobilenet-v2_8xb32_cifar10,40,{'input_size': [[144]]},9.148120880126953e-06,15.740937607505865
#106,mobilenet-v2_8xb32_cifar10,60,{'input_size': [[192]]},8.671283721923828e-06,22.142050261204293
#107,mobilenet-v2_8xb32_cifar10,40,{'input_size': [[64]]},8.580684661865235e-06,7.458612281189218
#108,mobilenet-v2_8xb32_cifar10,80,{'input_size': [[384]]},8.58306884765625e-06,44.73924266666667
#109,mobilenet-v2_8xb32_cifar10,60,{'input_size': [[576]]},3.760576248168945e-05,15.316801521587525
#110,seresnet50_8xb32_cifar10,94,{'input_size': [[64]]},8.745193481445312e-06,7.318305779716466
#112,seresnet50_8xb32_cifar10,172,{'input_size': [[256]]},8.516311645507812e-06,30.059961478163494
#113,seresnet50_8xb32_cifar10,126,{'input_size': [[512]]},8.807182312011718e-06,58.134370546832706
#114,seresnet50_8xb32_cifar10,92,{'input_size': [[128]]},8.616447448730469e-06,14.855310237963474
#115,seresnet50_8xb32_cifar10,94,{'input_size': [[1024]]},8.654594421386718e-06,118.31865829201102
#116,seresnet50_8xb32_cifar10,52,{'input_size': [[2048]]},8.420944213867188e-06,243.20313114382785
#117,seresnet50_8xb32_cifar10,24,"{'input_size': [[64, 1024, 1, 1]]}",8.473396301269531e-06,7734.3248999437255
#118,seresnet50_8xb32_cifar10,24,"{'input_size': [[1024, 256, 1, 1]]}",8.268356323242187e-06,31704.48753679354
#119,seresnet50_8xb32_cifar10,24,"{'input_size': [[256, 256, 3, 3]]}",8.540153503417969e-06,69064.80073969849
#120,deeplabv3_r50-d8_512x512_80k_ade20k,95,"{'input_size': [[256, 1024, 1, 1]]}",8.454322814941406e-06,31007.096101974053
#122,deeplabv3_r50-d8_512x512_80k_ade20k,294,{'input_size': [[64]]},8.587837219238282e-06,7.452400222098833
#123,deeplabv3_r50-d8_512x512_80k_ade20k,714,{'input_size': [[256]]},8.451938629150391e-06,30.28890899858956
#124,deeplabv3_r50-d8_512x512_80k_ade20k,714,{'input_size': [[512]]},1.0669231414794922e-05,47.98846140782123
#125,deeplabv3_r50-d8_512x512_80k_ade20k,336,{'input_size': [[128]]},8.649826049804688e-06,14.797985446527012
#126,deeplabv3_r50-d8_512x512_80k_ade20k,294,{'input_size': [[1024]]},8.635520935058593e-06,118.57999160684705
#127,deeplabv3_r50-d8_512x512_80k_ade20k,168,{'input_size': [[2048]]},1.615762710571289e-05,126.75128511140623
#128,deeplabv3_r50-d8_512x512_80k_ade20k,114,"{'input_size': [[1024, 256, 1, 1]]}",8.590221405029297e-06,30516.559194449066
#129,deeplabv3_r50-d8_512x512_80k_ade20k,114,"{'input_size': [[256, 256, 3, 3]]}",1.3425350189208985e-05,43933.60260159829
#130,efficientnet-b0_8xb32_cifar10,24,{'input_size': [[32]]},9.322166442871094e-06,3.4326784654731455
#132,efficientnet-b0_8xb32_cifar10,72,{'input_size': [[672]]},8.7890625e-05,7.645866666666667
#133,efficientnet-b0_8xb32_cifar10,30,{'input_size': [[80]]},8.716583251953126e-06,9.177908096280087
#134,efficientnet-b0_8xb32_cifar10,96,{'input_size': [[1152]]},8.592605590820312e-06,134.06876270810213
#135,efficientnet-b0_8xb32_cifar10,48,{'input_size': [[144]]},8.838176727294922e-06,16.29295322363097
#136,efficientnet-b0_8xb32_cifar10,30,{'input_size': [[112]]},8.473396301269531e-06,13.217840405177265
#137,efficientnet-b0_8xb32_cifar10,48,{'input_size': [[240]]},8.707046508789063e-06,27.563881708652787
#138,efficientnet-b0_8xb32_cifar10,40,{'input_size': [[192]]},8.606910705566407e-06,22.307655623268698
#139,efficientnet-b0_8xb32_cifar10,72,{'input_size': [[480]]},8.611679077148437e-06,55.738259136212626
#140,swin-base_16xb64_cifar10,65,{'input_size': [[96]]},8.912086486816407e-06,10.771888282504012
#141,swin-base_16xb64_cifar10,485,{'input_size': [[384]]},8.618831634521484e-06,44.553602655601665
#142,swin-base_16xb64_cifar10,78,{'input_size': [[768]]},8.594989776611327e-06,89.35438202496533
#143,swin-base_16xb64_cifar10,72,"{'input_size': [[1536, 384]]}",8.821487426757812e-06,66862.19358097298
#144,swin-base_16xb64_cifar10,72,"{'input_size': [[384, 384]]}",8.578300476074218e-06,17189.41886114508
#145,swin-base_16xb64_cifar10,72,{'input_size': [[1152]]},8.573532104492188e-06,134.36702469410457
#146,swin-base_16xb64_cifar10,72,"{'input_size': [[1152, 384]]}",8.609294891357422e-06,51382.605147382994
#147,swin-base_16xb64_cifar10,72,"{'input_size': [[169, 12]]}",8.704662322998046e-06,232.97859523418242
#148,swin-base_16xb64_cifar10,72,"{'input_size': [[384, 1536]]}",8.876323699951171e-06,66449.13141273167
#149,swin-base_16xb64_cifar10,81,{'input_size': [[1536]]},8.714199066162109e-06,176.2640477154583
#150,fcn_r50-d8_512x512_80k_ade20k,95,"{'input_size': [[256, 1024, 1, 1]]}",8.511543273925782e-06,30798.645035742295
#151,fcn_r50-d8_512x512_80k_ade20k,80,{'input_size': [[32]]},8.714199066162109e-06,3.6721676607387144
#152,fcn_r50-d8_512x512_80k_ade20k,280,{'input_size': [[64]]},8.640289306640625e-06,7.407159381898454
#153,fcn_r50-d8_512x512_80k_ade20k,680,{'input_size': [[256]]},8.673667907714844e-06,29.51461858163826
#154,fcn_r50-d8_512x512_80k_ade20k,560,{'input_size': [[512]]},8.471012115478516e-06,60.44141987053194
#155,fcn_r50-d8_512x512_80k_ade20k,320,{'input_size': [[128]]},8.494853973388672e-06,15.067945888296377
#156,fcn_r50-d8_512x512_80k_ade20k,280,{'input_size': [[1024]]},8.418560028076172e-06,121.6360038516001
#157,fcn_r50-d8_512x512_80k_ade20k,160,{'input_size': [[2048]]},8.378028869628906e-06,244.44890700056914
#158,fcn_r50-d8_512x512_80k_ade20k,114,"{'input_size': [[1024, 256, 1, 1]]}",8.511543273925782e-06,30798.645035742295
#159,fcn_r50-d8_512x512_80k_ade20k,114,"{'input_size': [[256, 256, 3, 3]]}",8.420944213867188e-06,70042.50176942242
#160,solo_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",9.980201721191406e-06,14774.851663258481
#162,solo_r50_fpn_1x_coco,290,{'input_size': [[256]]},8.661746978759765e-06,29.55523875584916
#163,solo_r50_fpn_1x_coco,110,{'input_size': [[512]]},8.542537689208984e-06,59.935351604800445
#164,solo_r50_fpn_1x_coco,80,{'input_size': [[128]]},8.444786071777344e-06,15.157281535855448
#165,solo_r50_fpn_1x_coco,70,{'input_size': [[1024]]},8.480548858642578e-06,120.74690177115546
#166,solo_r50_fpn_1x_coco,40,{'input_size': [[2048]]},8.356571197509765e-06,245.07659320970043
#167,solo_r50_fpn_1x_coco,92,"{'input_size': [[256, 256, 3, 3]]}",8.320808410644531e-06,70885.42012882522
#168,solo_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",8.6212158203125e-06,30406.848113274336
#169,solo_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",8.580684661865235e-06,30550.475903751038
#170,vit-base-p16_pt-64xb64_cifar10-224,325,{'input_size': [[768]]},8.556842803955078e-06,89.75272978545556
#171,vit-base-p16_pt-64xb64_cifar10-224,53,{'input_size': [[3072]]},8.7738037109375e-06,350.1332034782609
#172,vit-base-p16_pt-64xb64_cifar10-224,4,"{'input_size': [[1, 1, 768]]}",9.100437164306641e-06,84.39155022268797
#173,vit-base-p16_pt-64xb64_cifar10-224,4,"{'input_size': [[1, 197, 768]]}",8.75711441040039e-06,17276.923985407026
#174,vit-base-p16_pt-64xb64_cifar10-224,4,"{'input_size': [[768, 3, 16, 16]]}",8.423328399658203e-06,70022.67654956128
#175,vit-base-p16_pt-64xb64_cifar10-224,48,"{'input_size': [[2304, 768]]}",8.306503295898438e-06,213022.48815981628
#176,vit-base-p16_pt-64xb64_cifar10-224,48,{'input_size': [[2304]]},1.7960071563720703e-05,128.284566786141
#177,vit-base-p16_pt-64xb64_cifar10-224,48,"{'input_size': [[768, 768]]}",8.535385131835937e-06,69103.38442726257
#178,vit-base-p16_pt-64xb64_cifar10-224,52,"{'input_size': [[3072, 768]]}",3.21507453918457e-05,73382.31108627364
#179,vit-base-p16_pt-64xb64_cifar10-224,48,"{'input_size': [[768, 3072]]}",8.661746978759765e-06,272381.0803739059
#180,sar_r31_parallel_decoder_toy_dataset,377,{'input_size': [[64]]},8.513927459716797e-06,7.5170948193783245
#181,sar_r31_parallel_decoder_toy_dataset,125,"{'input_size': [[64, 3, 3, 3]]}",8.711814880371094e-06,198.3513221674877
#182,sar_r31_parallel_decoder_toy_dataset,377,{'input_size': [[128]]},8.59975814819336e-06,14.884139506515108
#183,sar_r31_parallel_decoder_toy_dataset,2518,{'input_size': [[256]]},8.406639099121093e-06,30.452122064662507
#184,sar_r31_parallel_decoder_toy_dataset,5413,{'input_size': [[512]]},8.428096771240235e-06,60.74918381895332
#185,sar_r31_parallel_decoder_toy_dataset,250,"{'input_size': [[512, 512]]}",8.43048095703125e-06,31094.785853393663
#186,sar_r31_parallel_decoder_toy_dataset,1000,{'input_size': [[2048]]},8.537769317626954e-06,239.87530276459088
#187,sar_r31_parallel_decoder_toy_dataset,1000,"{'input_size': [[2048, 512]]}",1.5854835510253906e-05,66136.0377609624
#188,sar_r31_parallel_decoder_toy_dataset,875,"{'input_size': [[256, 256, 3, 3]]}",8.43048095703125e-06,69963.26817013575
#189,sar_r31_parallel_decoder_toy_dataset,2250,"{'input_size': [[512, 512, 3, 3]]}",8.573532104492188e-06,275183.66657352616
#190,centernet_resnet18_140e_coco,337,{'input_size': [[64]]},8.342266082763672e-06,7.671776393255215
#191,centernet_resnet18_140e_coco,38,{'input_size': [[2]]},8.361339569091797e-06,0.23919612204163102
#192,centernet_resnet18_140e_coco,280,{'input_size': [[128]]},8.387565612792969e-06,15.26068538942581
#193,centernet_resnet18_140e_coco,280,{'input_size': [[256]]},8.40902328491211e-06,30.44348806351006
#194,centernet_resnet18_140e_coco,200,{'input_size': [[512]]},1.2326240539550782e-05,41.53740131528046
#195,centernet_resnet18_140e_coco,38,"{'input_size': [[2, 64, 1, 1]]}",8.540153503417969e-06,14.988020993858179
#196,centernet_resnet18_140e_coco,133,"{'input_size': [[64, 64, 3, 3]]}",8.497238159179688e-06,4338.350804040404
#197,centernet_resnet18_140e_coco,57,"{'input_size': [[512, 512, 3, 3]]}",9.169578552246094e-06,257296.0127400936
#198,centernet_resnet18_140e_coco,57,"{'input_size': [[128, 128, 3, 3]]}",8.628368377685546e-06,17089.673684001107
#199,centernet_resnet18_140e_coco,57,"{'input_size': [[256, 256, 3, 3]]}",8.683204650878907e-06,67926.9951261944
#200,detr_r50_8x2_150e_coco,108,"{'input_size': [[256, 2048]]}",8.666515350341797e-06,60495.82546222833
#202,detr_r50_8x2_150e_coco,918,{'input_size': [[256]]},8.604526519775391e-06,29.75178232197284
#203,detr_r50_8x2_150e_coco,54,"{'input_size': [[1024, 256, 1, 1]]}",8.656978607177735e-06,30281.234584852653
#204,detr_r50_8x2_150e_coco,54,"{'input_size': [[256, 256, 3, 3]]}",2.31170654296875e-05,25514.6572039604
#205,detr_r50_8x2_150e_coco,108,"{'input_size': [[2048, 256]]}",8.814334869384765e-06,59481.28903305383
#206,detr_r50_8x2_150e_coco,116,{'input_size': [[2048]]},8.387565612792969e-06,244.17096623081295
#207,detr_r50_8x2_150e_coco,180,"{'input_size': [[256, 256]]}",9.157657623291015e-06,7156.415176881021
#208,detr_r50_8x2_150e_coco,162,"{'input_size': [[768, 256]]}",1.787424087524414e-05,10999.516084193678
#209,detr_r50_8x2_150e_coco,162,{'input_size': [[768]]},8.640289306640625e-06,88.88591258278146
#210,repvgg-A0_4xb64-coslr-120e_cifar10,280,{'input_size': [[48]]},8.509159088134765e-06,5.6409804427010375
#212,repvgg-A0_4xb64-coslr-120e_cifar10,440,{'input_size': [[96]]},8.323192596435546e-06,11.534035634488687
#213,repvgg-A0_4xb64-coslr-120e_cifar10,1640,{'input_size': [[192]]},8.75234603881836e-06,21.93697542903841
#214,repvgg-A0_4xb64-coslr-120e_cifar10,80,{'input_size': [[1280]]},8.556842803955078e-06,149.58788297575924
#215,repvgg-A0_4xb64-coslr-120e_cifar10,247,"{'input_size': [[192, 192, 3, 3]]}",8.637905120849609e-06,38409.31283201766
#216,repvgg-A0_4xb64-coslr-120e_cifar10,57,"{'input_size': [[96, 96, 3, 3]]}",8.56637954711914e-06,9682.503506150848
#217,repvgg-A0_4xb64-coslr-120e_cifar10,38,"{'input_size': [[48, 48, 3, 3]]}",8.482933044433593e-06,2444.437541989882
#218,repvgg-A0_4xb64-coslr-120e_cifar10,247,"{'input_size': [[192, 192, 1, 1]]}",8.442401885986327e-06,4366.529868850607
#219,repvgg-A0_4xb64-coslr-120e_cifar10,57,"{'input_size': [[96, 96, 1, 1]]}",8.635520935058593e-06,1067.2199244616236
#220,mask_rcnn_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",8.556842803955078e-06,17232.52411880747
#222,mask_rcnn_r50_fpn_1x_coco,184,{'input_size': [[256]]},8.59975814819336e-06,29.768279013030217
#223,mask_rcnn_r50_fpn_1x_coco,110,{'input_size': [[512]]},8.49008560180664e-06,60.30563459702331
#224,mask_rcnn_r50_fpn_1x_coco,80,{'input_size': [[128]]},8.58306884765625e-06,14.913080888888889
#225,mask_rcnn_r50_fpn_1x_coco,78,{'input_size': [[1024]]},8.454322814941406e-06,121.12146914833615
#226,mask_rcnn_r50_fpn_1x_coco,40,{'input_size': [[2048]]},8.33749771118164e-06,245.63724884186445
#227,mask_rcnn_r50_fpn_1x_coco,60,"{'input_size': [[256, 256, 3, 3]]}",8.432865142822265e-06,69943.48777201018
#228,mask_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",8.366107940673829e-06,31334.044678711878
#229,mask_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",8.628368377685546e-06,30381.642104890856
#230,densenet121_4xb256_cifar10,20,{'input_size': [[64]]},8.647441864013673e-06,7.4010326992004405
#232,densenet121_4xb256_cifar10,600,{'input_size': [[128]]},8.761882781982422e-06,14.608732299319728
#233,densenet121_4xb256_cifar10,20,{'input_size': [[288]]},8.604526519775391e-06,33.47075511221945
#234,densenet121_4xb256_cifar10,20,{'input_size': [[160]]},6.489992141723632e-05,2.4653342639873626
#235,densenet121_4xb256_cifar10,20,{'input_size': [[192]]},8.783340454101563e-06,21.859564820846906
#236,densenet121_4xb256_cifar10,20,{'input_size': [[224]]},8.71896743774414e-06,25.69111555920153
#237,densenet121_4xb256_cifar10,30,{'input_size': [[256]]},8.859634399414062e-06,28.895097524219594
#238,densenet121_4xb256_cifar10,232,"{'input_size': [[32, 128, 3, 3]]}",8.65936279296875e-06,4257.1261744493395
#239,densenet121_4xb256_cifar10,30,{'input_size': [[512]]},8.580684661865235e-06,59.668898249513745
#240,deeplabv3plus_r50-d8_512x512_80k_ade20k,133,"{'input_size': [[512, 2048, 1, 1]]}",2.9511451721191407e-05,35531.15617308127
#242,deeplabv3plus_r50-d8_512x512_80k_ade20k,294,{'input_size': [[64]]},8.416175842285156e-06,7.6044038526912185
#243,deeplabv3plus_r50-d8_512x512_80k_ade20k,714,{'input_size': [[256]]},8.320808410644531e-06,30.766241375358167
#244,deeplabv3plus_r50-d8_512x512_80k_ade20k,854,{'input_size': [[512]]},8.435249328613282e-06,60.69767235726398
#245,deeplabv3plus_r50-d8_512x512_80k_ade20k,336,{'input_size': [[128]]},8.585453033447265e-06,14.908939516800888
#246,deeplabv3plus_r50-d8_512x512_80k_ade20k,294,{'input_size': [[1024]]},8.41379165649414e-06,121.704938962879
