id,source_neural_network,num_of_calls,parameters,running_time,Mflops
#33,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,16,"{'input_size': [[1536]], 'dim': [], 'keepdim': []}",1.483917236328125e-05,103.50981593830335
#34,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,34,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",1.9125938415527343e-05,5.0193615557217655
#35,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,12,"{'input_size': [[1152]], 'dim': [], 'keepdim': []}",1.8780231475830077e-05,61.34109696584995
#37,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,14,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.4982223510742188e-05,68.347665436028
#38,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,35,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.4088153839111329e-05,41866.663775528854
#39,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,50,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.4858245849609375e-05,17.229490115532734
#40,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,84,"{'input_size': [[384]], 'dim': [], 'keepdim': []}",1.4407634735107422e-05,26.652535760383916
#41,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,36,"{'input_size': [[768]], 'dim': [], 'keepdim': []}",2.4271011352539062e-05,31.6426863654224
#42,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,28,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",1.89971923828125e-05,10.106756626506023
#43,ssd300_coco,9,"{'input_size': [[24]], 'dim': [], 'keepdim': []}",3.233671188354492e-05,0.7421904888299049
#44,ssd300_coco,10,"{'input_size': [[128, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.5203952789306641e-05,2155.229002226752
#45,ssd300_coco,18,"{'input_size': [[256, 128, 3, 3]], 'dim': [], 'keepdim': []}",1.4524459838867188e-05,20304.507243072883
#46,ssd300_coco,9,"{'input_size': [[16]], 'dim': [], 'keepdim': []}",1.4822483062744141e-05,1.079441273926331
#47,ssd300_coco,21,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.502513885498047e-05,8.519056045699777
#49,ssd300_coco,15,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",1.516580581665039e-05,155566.8078915894
#50,ssd300_coco,29,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.5137195587158204e-05,16.91198336745944
#51,ssd300_coco,10,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.4512538909912109e-05,0.06890593067192377
#52,ssd300_coco,29,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.9190311431884764e-05,26.680129804944713
#53,resnet18_8xb16_cifar10,4,"{'input_size': [[64, 3, 3, 3]], 'dim': [], 'keepdim': []}",1.5017986297607422e-05,115.06203067153515
#54,resnet18_8xb16_cifar10,40,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.873970031738281e-05,3.4152093638676844
#55,resnet18_8xb16_cifar10,16,"{'input_size': [[64, 64, 3, 3]], 'dim': [], 'keepdim': []}",1.4822483062744141e-05,2487.032695126267
#57,resnet18_8xb16_cifar10,40,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4736652374267579e-05,8.685826112279566
#58,resnet18_8xb16_cifar10,12,"{'input_size': [[128, 128, 3, 3]], 'dim': [], 'keepdim': []}",1.405954360961914e-05,10487.964907987112
#59,resnet18_8xb16_cifar10,12,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",1.5001296997070313e-05,157272.80117584235
#60,resnet18_8xb16_cifar10,40,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",0.00048328638076782225,1.0594132596630572
#61,resnet18_8xb16_cifar10,40,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.5604496002197266e-05,16.405528250572956
#62,resnet18_8xb16_cifar10,12,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.5118122100830077e-05,39014.3693817379
#63,vgg19bn_8xb32_cifar10,5,"{'input_size': [[64, 3, 3, 3]], 'dim': [], 'keepdim': []}",1.51824951171875e-05,113.81528442211055
#64,vgg19bn_8xb32_cifar10,30,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.5022754669189453e-05,4.2602040311061735
#65,vgg19bn_8xb32_cifar10,5,"{'input_size': [[64, 64, 3, 3]], 'dim': [], 'keepdim': []}",1.522064208984375e-05,2421.9740390977445
#66,vgg19bn_8xb32_cifar10,5,"{'input_size': [[128, 64, 3, 3]], 'dim': [], 'keepdim': []}",1.4569759368896484e-05,5060.344384094256
#67,vgg19bn_8xb32_cifar10,30,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5208721160888672e-05,8.416223734127605
#68,vgg19bn_8xb32_cifar10,10,"{'input_size': [[4096]], 'dim': [], 'keepdim': []}",1.6567707061767577e-05,247.22793472442078
#69,vgg19bn_8xb32_cifar10,35,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",1.5149116516113281e-05,155738.19090311616
#70,vgg19bn_8xb32_cifar10,60,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.4803409576416016e-05,17.2933133193751
#71,vgg19bn_8xb32_cifar10,15,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.9054412841796875e-05,30954.71925045045
#72,vgg19bn_8xb32_cifar10,120,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.508474349975586e-05,33.94157812549391
#74,faster_rcnn_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.5020370483398438e-05,4.260880253968254
#75,faster_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.8966197967529296e-05,107.9815787806411
#76,faster_rcnn_r50_fpn_1x_coco,33,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.4491081237792969e-05,40702.55285449161
#77,faster_rcnn_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",1.4297962188720703e-05,18334.360976755044
#78,faster_rcnn_r50_fpn_1x_coco,123,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.5103816986083985e-05,16.949357916337803
#79,faster_rcnn_r50_fpn_1x_coco,56,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.5072822570800781e-05,67.93684428978172
#80,faster_rcnn_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.3952255249023438e-05,18788.647091182498
#81,faster_rcnn_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4121532440185546e-05,9.064172074962013
#82,faster_rcnn_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.4393329620361328e-05,35.57203326155375
#83,mobilenet-v2_8xb32_cifar10,48,"{'input_size': [[576]], 'dim': [], 'keepdim': []}",1.421213150024414e-05,40.52875530951183
#84,mobilenet-v2_8xb32_cifar10,42,"{'input_size': [[32]], 'dim': [], 'keepdim': []}",6.990909576416016e-05,0.45773728940727093
#85,mobilenet-v2_8xb32_cifar10,16,"{'input_size': [[24]], 'dim': [], 'keepdim': []}",1.4476776123046875e-05,1.65782766798419
#86,mobilenet-v2_8xb32_cifar10,48,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",1.493692398071289e-05,12.854052162809259
#87,mobilenet-v2_8xb32_cifar10,24,"{'input_size': [[160]], 'dim': [], 'keepdim': []}",1.9414424896240236e-05,8.241294854476235
#88,mobilenet-v2_8xb32_cifar10,32,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.5156269073486328e-05,4.222675098316816
#89,mobilenet-v2_8xb32_cifar10,40,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",1.7087459564208985e-05,5.618155211385517
#90,mobilenet-v2_8xb32_cifar10,64,"{'input_size': [[384]], 'dim': [], 'keepdim': []}",1.5077590942382813e-05,25.468259582542693
#91,mobilenet-v2_8xb32_cifar10,32,"{'input_size': [[144]], 'dim': [], 'keepdim': []}",1.904010772705078e-05,7.562982419233659
#92,mobilenet-v2_8xb32_cifar10,48,"{'input_size': [[960]], 'dim': [], 'keepdim': []}",1.4677047729492188e-05,65.40824951267055
#93,seresnet50_8xb32_cifar10,104,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.495361328125e-05,34.23921632653061
#94,seresnet50_8xb32_cifar10,80,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",7.047176361083984e-05,0.9081651532580012
#95,seresnet50_8xb32_cifar10,76,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5270709991455077e-05,8.382059516003123
#96,seresnet50_8xb32_cifar10,44,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.6007423400878906e-05,127.94064033363121
#97,seresnet50_8xb32_cifar10,24,"{'input_size': [[1024, 64, 1, 1]], 'dim': [], 'keepdim': []}",1.510143280029297e-05,4339.72066536154
#98,seresnet50_8xb32_cifar10,140,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.5048980712890624e-05,17.011118884664132
#99,seresnet50_8xb32_cifar10,24,"{'input_size': [[64, 1024, 1, 1]], 'dim': [], 'keepdim': []}",1.4750957489013671e-05,4442.830239922418
#100,seresnet50_8xb32_cifar10,24,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.4755725860595703e-05,17765.578086540634
#101,seresnet50_8xb32_cifar10,24,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.5349388122558593e-05,38426.548035041946
#102,seresnet50_8xb32_cifar10,80,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.5079975128173828e-05,67.90462128063241
#103,deeplabv3_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",1.898527145385742e-05,27615.512439432376
#104,deeplabv3_r50-d8_512x512_80k_ade20k,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.9249916076660155e-05,106.3900742135249
#106,deeplabv3_r50-d8_512x512_80k_ade20k,104,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.9149055480957032e-05,17.56489160804842
#107,deeplabv3_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.451730728149414e-05,4.408531056002627
#108,deeplabv3_r50-d8_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5127658843994141e-05,8.461322490149723
#109,deeplabv3_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.540660858154297e-05,17015.036022531724
#110,deeplabv3_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.5003681182861328e-05,0.06665030986810742
#111,deeplabv3_r50-d8_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.9130706787109374e-05,13.381627916251247
#112,deeplabv3_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.4791488647460937e-05,69.2290021921341
#113,efficientnet-b0_8xb32_cifar10,32,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",1.455068588256836e-05,13.195254268392594
#114,efficientnet-b0_8xb32_cifar10,20,"{'input_size': [[32]], 'dim': [], 'keepdim': []}",1.873970031738281e-05,1.7076046819338422
#115,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[112]], 'dim': [], 'keepdim': []}",2.0759105682373045e-05,5.3952227862639255
#116,efficientnet-b0_8xb32_cifar10,60,"{'input_size': [[672]], 'dim': [], 'keepdim': []}",1.4286041259765625e-05,47.038923364485974
#117,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[80]], 'dim': [], 'keepdim': []}",1.4753341674804688e-05,5.422500323206205
#118,efficientnet-b0_8xb32_cifar10,60,"{'input_size': [[480]], 'dim': [], 'keepdim': []}",1.886606216430664e-05,25.442511310501704
#119,efficientnet-b0_8xb32_cifar10,40,"{'input_size': [[144]], 'dim': [], 'keepdim': []}",1.922130584716797e-05,7.491686628628131
#120,efficientnet-b0_8xb32_cifar10,40,"{'input_size': [[240]], 'dim': [], 'keepdim': []}",1.301288604736328e-05,18.44325687064859
#121,efficientnet-b0_8xb32_cifar10,80,"{'input_size': [[1152]], 'dim': [], 'keepdim': []}",1.504659652709961e-05,76.56216460148947
#122,efficientnet-b0_8xb32_cifar10,20,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",1.6248226165771486e-05,5.908337256052825
#123,swin-base_16xb64_cifar10,212,"{'input_size': [[1536]], 'dim': [], 'keepdim': []}",1.4975070953369141e-05,102.57046559465053
#124,swin-base_16xb64_cifar10,119,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",1.487255096435547e-05,6.454844244950304
#125,swin-base_16xb64_cifar10,198,"{'input_size': [[1536, 384]], 'dim': [], 'keepdim': []}",1.5175342559814453e-05,38867.26099758052
#126,swin-base_16xb64_cifar10,180,"{'input_size': [[384, 384]], 'dim': [], 'keepdim': []}",1.499176025390625e-05,9835.802967938931
#127,swin-base_16xb64_cifar10,180,"{'input_size': [[1152]], 'dim': [], 'keepdim': []}",1.4946460723876953e-05,77.07510301483491
#128,swin-base_16xb64_cifar10,180,"{'input_size': [[1152, 384]], 'dim': [], 'keepdim': []}",3.4780502319335936e-05,12718.850232190842
#129,swin-base_16xb64_cifar10,180,"{'input_size': [[169, 12]], 'dim': [], 'keepdim': []}",1.4634132385253907e-05,138.5801321603128
#130,swin-base_16xb64_cifar10,972,"{'input_size': [[384]], 'dim': [], 'keepdim': []}",1.4727115631103516e-05,26.074352209810588
#131,swin-base_16xb64_cifar10,180,"{'input_size': [[384, 1536]], 'dim': [], 'keepdim': []}",2.0248889923095705e-05,29128.707906464144
#132,swin-base_16xb64_cifar10,148,"{'input_size': [[768]], 'dim': [], 'keepdim': []}",1.5208721160888672e-05,50.49734240476564
#133,fcn_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",6.48355484008789e-05,8086.428092785173
#134,fcn_r50-d8_512x512_80k_ade20k,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.508951187133789e-05,135.72340957497235
#136,fcn_r50-d8_512x512_80k_ade20k,86,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.4941692352294922e-05,34.266533397159726
#137,fcn_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.4274120330810546e-05,4.4836388174377815
#138,fcn_r50-d8_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.422882080078125e-05,8.995826273458444
#139,fcn_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.5082359313964843e-05,17380.835089724944
#140,fcn_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.5239715576171875e-05,0.0656180225281602
#141,fcn_r50-d8_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.8842220306396485e-05,13.586509224345184
#142,fcn_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.77454948425293e-05,57.704786994491464
#143,solo_r50_fpn_1x_coco,12,"{'input_size': [[256, 64, 1, 1]], 'dim': [], 'keepdim': []}",1.4996528625488281e-05,1092.5195029570748
#144,solo_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.500844955444336e-05,4.264264590945194
#145,solo_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.4183521270751954e-05,144.39291632207093
#146,solo_r50_fpn_1x_coco,95,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.892566680908203e-05,31165.29557188209
#147,solo_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",1.4951229095458985e-05,17533.274242959655
#148,solo_r50_fpn_1x_coco,266,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.4410018920898437e-05,17.765417339510257
#149,solo_r50_fpn_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.4374256134033203e-05,71.23846899983413
#150,solo_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.4367103576660156e-05,18246.12724487222
#151,solo_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4238357543945312e-05,8.98980093770931
#152,solo_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.432180404663086e-05,35.749686166139504
#153,vit-base-p16_pt-64xb64_cifar10-224,4,"{'input_size': [[1000]], 'dim': [], 'keepdim': []}",1.4514923095703126e-05,68.8946123521682
#154,vit-base-p16_pt-64xb64_cifar10-224,4,"{'input_size': [[1000, 3072]], 'dim': [], 'keepdim': []}",1.4107227325439454e-05,217760.72144667906
#156,vit-base-p16_pt-64xb64_cifar10-224,406,"{'input_size': [[768]], 'dim': [], 'keepdim': []}",1.4824867248535156e-05,51.8048483756835
#157,vit-base-p16_pt-64xb64_cifar10-224,72,"{'input_size': [[2304, 768]], 'dim': [], 'keepdim': []}",1.447916030883789e-05,122208.19179133872
#158,vit-base-p16_pt-64xb64_cifar10-224,72,"{'input_size': [[2304]], 'dim': [], 'keepdim': []}",1.4803409576416016e-05,155.6398198743759
#159,vit-base-p16_pt-64xb64_cifar10-224,72,"{'input_size': [[768, 768]], 'dim': [], 'keepdim': []}",1.9257068634033202e-05,30628.9607836573
#160,vit-base-p16_pt-64xb64_cifar10-224,100,"{'input_size': [[3072, 768]], 'dim': [], 'keepdim': []}",1.4934539794921875e-05,157975.80858850575
#161,vit-base-p16_pt-64xb64_cifar10-224,100,"{'input_size': [[3072]], 'dim': [], 'keepdim': []}",1.4712810516357422e-05,208.79763228001946
#162,vit-base-p16_pt-64xb64_cifar10-224,84,"{'input_size': [[768, 3072]], 'dim': [], 'keepdim': []}",1.4801025390625e-05,159400.8480989691
#164,sar_r31_parallel_decoder_toy_dataset,12,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.5058517456054687e-05,4.250086383787207
#165,sar_r31_parallel_decoder_toy_dataset,6,"{'input_size': [[512, 512]], 'dim': [], 'keepdim': []}",1.866579055786133e-05,14044.087722263377
#166,sar_r31_parallel_decoder_toy_dataset,12,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5048980712890624e-05,8.505559442332066
#167,sar_r31_parallel_decoder_toy_dataset,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.483917236328125e-05,138.01308791773778
#168,sar_r31_parallel_decoder_toy_dataset,33,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.5006065368652343e-05,39305.70642669209
#169,sar_r31_parallel_decoder_toy_dataset,94,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.4433860778808594e-05,17.736072414932277
#170,sar_r31_parallel_decoder_toy_dataset,24,"{'input_size': [[2048, 512]], 'dim': [], 'keepdim': []}",1.3914108276367187e-05,75360.6324726525
#171,sar_r31_parallel_decoder_toy_dataset,85,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",1.4734268188476562e-05,160123.0525887379
#172,sar_r31_parallel_decoder_toy_dataset,202,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.4662742614746094e-05,34.91843330081301
#173,centernet_resnet18_140e_coco,4,"{'input_size': [[2]], 'dim': [], 'keepdim': []}",1.4586448669433594e-05,0.13711356652500817
#174,centernet_resnet18_140e_coco,44,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.9066333770751953e-05,3.3567019632362136
#175,centernet_resnet18_140e_coco,18,"{'input_size': [[64, 64, 3, 3]], 'dim': [], 'keepdim': []}",1.4100074768066406e-05,2614.4542214406492
#177,centernet_resnet18_140e_coco,38,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5223026275634766e-05,8.40831498825372
#178,centernet_resnet18_140e_coco,9,"{'input_size': [[128, 128, 3, 3]], 'dim': [], 'keepdim': []}",1.5072822570800781e-05,9782.905577728567
#179,centernet_resnet18_140e_coco,9,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",1.508474349975586e-05,156402.79200227596
#180,centernet_resnet18_140e_coco,30,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.0897388458251954e-05,24.50066911580148
#181,centernet_resnet18_140e_coco,38,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.920461654663086e-05,13.33012816883923
#182,centernet_resnet18_140e_coco,9,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",3.097772598266602e-05,19040.26139071808
#184,detr_r50_8x2_150e_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.495361328125e-05,4.279902040816326
#185,detr_r50_8x2_150e_coco,36,"{'input_size': [[768, 256]], 'dim': [], 'keepdim': []}",1.5285015106201172e-05,12862.793960879739
#186,detr_r50_8x2_150e_coco,40,"{'input_size': [[256, 256]], 'dim': [], 'keepdim': []}",1.5714168548583984e-05,4170.503822545896
#187,detr_r50_8x2_150e_coco,48,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.5130043029785156e-05,135.35982653640087
#188,detr_r50_8x2_150e_coco,286,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.845836639404297e-05,13.869049651252904
#189,detr_r50_8x2_150e_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.3973712921142578e-05,73.28045207302507
#190,detr_r50_8x2_150e_coco,60,"{'input_size': [[100, 4]], 'dim': [[-1]], 'keepdim': []}",1.5077590942382813e-05,26.529437065148638
#191,detr_r50_8x2_150e_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4607906341552735e-05,8.762378194875142
#192,detr_r50_8x2_150e_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.8956661224365236e-05,27.00897557539932
#193,repvgg-A0_4xb64-coslr-120e_cifar10,36,"{'input_size': [[1280]], 'dim': [], 'keepdim': []}",1.893758773803711e-05,67.59044592723151
#194,repvgg-A0_4xb64-coslr-120e_cifar10,112,"{'input_size': [[48]], 'dim': [], 'keepdim': []}",1.4250278472900391e-05,3.368355228375439
