id,source_neural_network,num_of_calls,parameters,running_time
#14,shufflenet-v2-1x_16xb64_cifar10,13,"{'input_size': [[58]], 'value': [[1.0]], 'dtype': []}",5.55276870727539e-06
#15,shufflenet-v2-1x_16xb64_cifar10,26,"{'input_size': [[58]], 'value': [[0]], 'dtype': []}",5.731582641601562e-06
#16,shufflenet-v2-1x_16xb64_cifar10,52,"{'input_size': [[116]], 'value': [[1]], 'dtype': []}",5.652904510498047e-06
#17,shufflenet-v2-1x_16xb64_cifar10,26,"{'input_size': [[116]], 'value': [[1.0]], 'dtype': []}",5.624294281005859e-06
#18,shufflenet-v2-1x_16xb64_cifar10,52,"{'input_size': [[116]], 'value': [[0]], 'dtype': []}",5.676746368408203e-06
#19,shufflenet-v2-1x_16xb64_cifar10,28,"{'input_size': [[232]], 'value': [[1]], 'dtype': []}",5.686283111572266e-06
#20,stgcn_80e_ntu60_xsub_keypoint,11,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.750656127929688e-06
#21,stgcn_80e_ntu60_xsub_keypoint,11,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",5.536079406738281e-06
#22,stgcn_80e_ntu60_xsub_keypoint,16,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.55276870727539e-06
#23,stgcn_80e_ntu60_xsub_keypoint,8,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.648136138916016e-06
#24,stgcn_80e_ntu60_xsub_keypoint,14,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.652904510498047e-06
#25,stgcn_80e_ntu60_xsub_keypoint,7,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",5.691051483154297e-06
#26,stgcn_80e_ntu60_xsub_keypoint,14,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.7053565979003906e-06
#27,stgcn_80e_ntu60_xsub_keypoint,7,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.691051483154297e-06
#28,stgcn_80e_ntu60_xsub_keypoint,4,"{'input_size': [[192]], 'value': [[0]], 'dtype': []}",5.688667297363281e-06
#29,stgcn_80e_ntu60_xsub_keypoint,12,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",5.681514739990234e-06
#30,hrnet_w32_coco_256x192_coarsedropout,92,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.6290626525878905e-06
#31,hrnet_w32_coco_256x192_coarsedropout,92,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.7053565979003906e-06
#32,hrnet_w32_coco_256x192_coarsedropout,36,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.655288696289062e-06
#33,hrnet_w32_coco_256x192_coarsedropout,36,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.626678466796875e-06
#34,hrnet_w32_coco_256x192_coarsedropout,93,"{'input_size': [[32]], 'value': [[1]], 'dtype': []}",5.700588226318359e-06
#35,hrnet_w32_coco_256x192_coarsedropout,93,"{'input_size': [[32]], 'value': [[1.0]], 'dtype': []}",5.726814270019531e-06
#36,hrnet_w32_coco_256x192_coarsedropout,71,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.7077407836914066e-06
#37,hrnet_w32_coco_256x192_coarsedropout,71,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",5.655288696289062e-06
#38,hrnet_w32_coco_256x192_coarsedropout,1,"{'input_size': [[17]], 'value': [[0]], 'dtype': []}",5.7744979858398435e-06
#39,upernet_vit-b16_ln_mln_512x512_160k_ade20k,25,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",5.633831024169922e-06
#40,upernet_vit-b16_ln_mln_512x512_160k_ade20k,12,"{'input_size': [[2304]], 'value': [[0.0]], 'dtype': []}",5.6672096252441405e-06
#41,upernet_vit-b16_ln_mln_512x512_160k_ade20k,12,"{'input_size': [[768]], 'value': [[0.0]], 'dtype': []}",5.674362182617188e-06
#42,upernet_vit-b16_ln_mln_512x512_160k_ade20k,16,"{'input_size': [[768]], 'value': [[0]], 'dtype': []}",5.7363510131835934e-06
#43,upernet_vit-b16_ln_mln_512x512_160k_ade20k,38,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.648136138916016e-06
#44,upernet_vit-b16_ln_mln_512x512_160k_ade20k,24,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",5.533695220947266e-06
#45,upernet_vit-b16_ln_mln_512x512_160k_ade20k,14,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",5.609989166259766e-06
#46,upernet_vit-b16_ln_mln_512x512_160k_ade20k,3,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.748271942138672e-06
#47,upernet_vit-b16_ln_mln_512x512_160k_ade20k,2,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.693435668945312e-06
#48,upernet_vit-b16_ln_mln_512x512_160k_ade20k,2,"{'input_size': [[150]], 'value': [[0]], 'dtype': []}",5.700588226318359e-06
#49,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,6,"{'input_size': [[96]], 'value': [[1.0]], 'dtype': []}",5.834102630615234e-06
#50,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,14,"{'input_size': [[384]], 'value': [[1.0]], 'dtype': []}",5.602836608886719e-06
#51,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,6,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",5.645751953125e-06
#52,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,5,"{'input_size': [[192]], 'value': [[1.0]], 'dtype': []}",5.662441253662109e-06
#53,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[1536]], 'value': [[1.0]], 'dtype': []}",5.664825439453125e-06
#54,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,26,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.822181701660157e-06
#55,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[3]], 'value': [[0]], 'dtype': []}",5.571842193603516e-06
#56,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[12]], 'value': [[0]], 'dtype': []}",5.576610565185547e-06
#57,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,1,"{'input_size': [[81]], 'value': [[0]], 'dtype': []}",5.645751953125e-06
#58,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input_size': [[1024]], 'value': [[0]], 'dtype': []}",5.5599212646484376e-06
#59,ssd300_coco,8,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.717277526855469e-06
#60,ssd300_coco,2,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",5.660057067871093e-06
#61,ssd300_coco,6,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",5.724430084228516e-06
#62,ssd300_coco,1,"{'input_size': [[512]], 'value': [[20]], 'dtype': []}",5.7768821716308595e-06
#63,ssd300_coco,3,"{'input_size': [[324]], 'value': [[0]], 'dtype': []}",1.1570453643798828e-05
#64,ssd300_coco,3,"{'input_size': [[486]], 'value': [[0]], 'dtype': []}",7.364749908447266e-06
#65,ssd300_coco,3,"{'input_size': [[16]], 'value': [[0]], 'dtype': []}",7.443428039550781e-06
#66,ssd300_coco,3,"{'input_size': [[24]], 'value': [[0]], 'dtype': []}",7.293224334716797e-06
#67,resnet18_8xb16_cifar10,10,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",7.147789001464844e-06
#68,resnet18_8xb16_cifar10,5,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.624294281005859e-06
#69,resnet18_8xb16_cifar10,10,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.595684051513672e-06
#70,resnet18_8xb16_cifar10,5,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",5.793571472167969e-06
#71,resnet18_8xb16_cifar10,10,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.829334259033203e-06
#72,resnet18_8xb16_cifar10,9,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",5.674362182617188e-06
#73,resnet18_8xb16_cifar10,10,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.660057067871093e-06
#74,resnet18_8xb16_cifar10,9,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.731582641601562e-06
#75,resnet18_8xb16_cifar10,9,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",5.578994750976562e-06
#76,resnet18_8xb16_cifar10,9,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",5.686283111572266e-06
#77,vgg19bn_8xb32_cifar10,4,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.68389892578125e-06
#78,vgg19bn_8xb32_cifar10,16,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",5.726814270019531e-06
#79,vgg19bn_8xb32_cifar10,8,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",5.717277526855469e-06
#80,vgg19bn_8xb32_cifar10,4,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",1.409292221069336e-05
#81,vgg19bn_8xb32_cifar10,32,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",7.297992706298828e-06
#82,vgg19bn_8xb32_cifar10,8,"{'input_size': [[128]], 'value': [[0]], 'dtype': []}",7.278919219970703e-06
#83,vgg19bn_8xb32_cifar10,8,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",7.300376892089844e-06
#84,vgg19bn_8xb32_cifar10,8,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",6.272792816162109e-06
#85,vgg19bn_8xb32_cifar10,16,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.7363510131835934e-06
#86,vgg19bn_8xb32_cifar10,16,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.7220458984375e-06
#87,faster_rcnn_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.5932998657226565e-06
#88,faster_rcnn_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.609989166259766e-06
#89,faster_rcnn_r50_fpn_1x_coco,16,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.648136138916016e-06
#90,faster_rcnn_r50_fpn_1x_coco,16,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.714893341064453e-06
#91,faster_rcnn_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.7363510131835934e-06
#92,faster_rcnn_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",5.650520324707031e-06
#93,faster_rcnn_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.702972412109375e-06
#94,faster_rcnn_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",5.76019287109375e-06
#95,faster_rcnn_r50_fpn_1x_coco,7,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",5.6695938110351565e-06
#96,faster_rcnn_r50_fpn_1x_coco,17,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.638599395751953e-06
#97,mobilenet-v2_8xb32_cifar10,16,"{'input_size': [[32]], 'value': [[1]], 'dtype': []}",5.764961242675781e-06
#98,mobilenet-v2_8xb32_cifar10,15,"{'input_size': [[96]], 'value': [[1]], 'dtype': []}",5.621910095214843e-06
#99,mobilenet-v2_8xb32_cifar10,16,"{'input_size': [[384]], 'value': [[0]], 'dtype': []}",5.762577056884766e-06
#100,mobilenet-v2_8xb32_cifar10,18,"{'input_size': [[960]], 'value': [[1]], 'dtype': []}",5.741119384765625e-06
#101,mobilenet-v2_8xb32_cifar10,12,"{'input_size': [[192]], 'value': [[0]], 'dtype': []}",5.719661712646484e-06
#102,mobilenet-v2_8xb32_cifar10,12,"{'input_size': [[144]], 'value': [[1]], 'dtype': []}",5.710124969482422e-06
#103,mobilenet-v2_8xb32_cifar10,12,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.617141723632812e-06
#104,mobilenet-v2_8xb32_cifar10,18,"{'input_size': [[192]], 'value': [[1]], 'dtype': []}",5.702972412109375e-06
#105,mobilenet-v2_8xb32_cifar10,24,"{'input_size': [[384]], 'value': [[1]], 'dtype': []}",5.657672882080078e-06
#106,mobilenet-v2_8xb32_cifar10,18,"{'input_size': [[576]], 'value': [[1]], 'dtype': []}",5.674362182617188e-06
#107,seresnet50_8xb32_cifar10,31,"{'input_size': [[1024]], 'value': [[0]], 'dtype': []}",5.6314468383789065e-06
#108,seresnet50_8xb32_cifar10,19,"{'input_size': [[64]], 'value': [[0]], 'dtype': []}",5.626678466796875e-06
#109,seresnet50_8xb32_cifar10,32,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.626678466796875e-06
#110,seresnet50_8xb32_cifar10,16,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.724430084228516e-06
#111,seresnet50_8xb32_cifar10,14,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",5.495548248291016e-06
#112,seresnet50_8xb32_cifar10,16,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.6314468383789065e-06
#113,seresnet50_8xb32_cifar10,28,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.595684051513672e-06
#114,seresnet50_8xb32_cifar10,22,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.652904510498047e-06
#115,seresnet50_8xb32_cifar10,16,"{'input_size': [[2048]], 'value': [[0]], 'dtype': []}",5.681514739990234e-06
#116,seresnet50_8xb32_cifar10,27,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",5.490779876708985e-06
#117,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[1024]], 'value': [[1.0]], 'dtype': []}",5.698204040527343e-06
#118,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",5.578994750976562e-06
#119,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.645751953125e-06
#120,deeplabv3_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.733966827392578e-06
#121,deeplabv3_r50-d8_512x512_80k_ade20k,35,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.621910095214843e-06
#122,deeplabv3_r50-d8_512x512_80k_ade20k,34,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.586147308349609e-06
#123,deeplabv3_r50-d8_512x512_80k_ade20k,41,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.764961242675781e-06
#124,deeplabv3_r50-d8_512x512_80k_ade20k,34,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",5.6314468383789065e-06
#125,deeplabv3_r50-d8_512x512_80k_ade20k,16,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.6290626525878905e-06
#126,deeplabv3_r50-d8_512x512_80k_ade20k,16,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",5.636215209960938e-06
#127,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[672]], 'value': [[0]], 'dtype': []}",5.652904510498047e-06
#128,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[240]], 'value': [[0]], 'dtype': []}",5.762577056884766e-06
#129,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[672]], 'value': [[1]], 'dtype': []}",5.545616149902344e-06
#130,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[240]], 'value': [[1]], 'dtype': []}",5.586147308349609e-06
#131,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[144]], 'value': [[0]], 'dtype': []}",5.6290626525878905e-06
#132,efficientnet-b0_8xb32_cifar10,12,"{'input_size': [[144]], 'value': [[1]], 'dtype': []}",5.681514739990234e-06
#133,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[1152]], 'value': [[0]], 'dtype': []}",5.681514739990234e-06
#134,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[480]], 'value': [[0]], 'dtype': []}",5.676746368408203e-06
#135,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[1152]], 'value': [[1]], 'dtype': []}",5.53131103515625e-06
#136,efficientnet-b0_8xb32_cifar10,18,"{'input_size': [[480]], 'value': [[1]], 'dtype': []}",5.7077407836914066e-06
#137,swin-base_16xb64_cifar10,10,"{'input_size': [[96]], 'value': [[1.0]], 'dtype': []}",5.586147308349609e-06
#138,swin-base_16xb64_cifar10,74,"{'input_size': [[384]], 'value': [[1.0]], 'dtype': []}",5.5932998657226565e-06
#139,swin-base_16xb64_cifar10,8,"{'input_size': [[192]], 'value': [[1.0]], 'dtype': []}",5.5694580078125e-06
#140,swin-base_16xb64_cifar10,12,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",5.657672882080078e-06
#141,swin-base_16xb64_cifar10,12,"{'input_size': [[768]], 'value': [[0.0]], 'dtype': []}",5.781650543212891e-06
#142,swin-base_16xb64_cifar10,19,"{'input_size': [[1536]], 'value': [[0.0]], 'dtype': []}",5.691051483154297e-06
#143,swin-base_16xb64_cifar10,9,"{'input_size': [[96]], 'value': [[0.0]], 'dtype': []}",5.645751953125e-06
#144,swin-base_16xb64_cifar10,75,"{'input_size': [[384]], 'value': [[0.0]], 'dtype': []}",5.578994750976562e-06
#145,swin-base_16xb64_cifar10,18,"{'input_size': [[1152]], 'value': [[0.0]], 'dtype': []}",5.662441253662109e-06
#146,swin-base_16xb64_cifar10,8,"{'input_size': [[192]], 'value': [[0.0]], 'dtype': []}",5.762577056884766e-06
#147,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[1024]], 'value': [[1.0]], 'dtype': []}",5.743503570556641e-06
#148,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",5.719661712646484e-06
#149,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.712509155273438e-06
#150,fcn_r50-d8_512x512_80k_ade20k,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.602836608886719e-06
#151,fcn_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.6314468383789065e-06
#152,fcn_r50-d8_512x512_80k_ade20k,17,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.6695938110351565e-06
#153,fcn_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.6695938110351565e-06
#154,fcn_r50-d8_512x512_80k_ade20k,14,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",5.662441253662109e-06
#155,fcn_r50-d8_512x512_80k_ade20k,8,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.712509155273438e-06
#156,fcn_r50-d8_512x512_80k_ade20k,8,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",5.617141723632812e-06
#157,solo_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.791187286376953e-06
#158,solo_r50_fpn_1x_coco,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.648136138916016e-06
#159,solo_r50_fpn_1x_coco,30,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.5694580078125e-06
#160,solo_r50_fpn_1x_coco,30,"{'input_size': [[256]], 'value': [[1.0]], 'dtype': []}",5.650520324707031e-06
#161,solo_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.693435668945312e-06
#162,solo_r50_fpn_1x_coco,11,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",5.710124969482422e-06
#163,solo_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.633831024169922e-06
#164,solo_r50_fpn_1x_coco,8,"{'input_size': [[128]], 'value': [[1.0]], 'dtype': []}",5.714893341064453e-06
#165,solo_r50_fpn_1x_coco,7,"{'input_size': [[1024]], 'value': [[1]], 'dtype': []}",5.857944488525391e-06
#166,solo_r50_fpn_1x_coco,31,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.636215209960938e-06
#167,vit-base-p16_pt-64xb64_cifar10-224,25,"{'input_size': [[768]], 'value': [[1.0]], 'dtype': []}",5.567073822021485e-06
#168,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[768]], 'value': [[0]], 'dtype': []}",5.664825439453125e-06
#169,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[3072, 768]], 'value': [[0]], 'dtype': []}",5.6290626525878905e-06
#170,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[3072]], 'value': [[0]], 'dtype': []}",5.781650543212891e-06
#171,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[1000, 3072]], 'value': [[0]], 'dtype': []}",5.731582641601562e-06
#172,vit-base-p16_pt-64xb64_cifar10-224,1,"{'input_size': [[1000]], 'value': [[0]], 'dtype': []}",5.648136138916016e-06
#173,sar_r31_parallel_decoder_toy_dataset,806,"{'input_size': [[9]], 'value': [[0]], 'dtype': []}",5.588531494140625e-06
#174,sar_r31_parallel_decoder_toy_dataset,402,"{'input_size': [[12]], 'value': [[0]], 'dtype': []}",5.733966827392578e-06
#175,sar_r31_parallel_decoder_toy_dataset,1608,"{'input_size': [[7]], 'value': [[0]], 'dtype': []}",5.655288696289062e-06
#176,sar_r31_parallel_decoder_toy_dataset,812,"{'input_size': [[8]], 'value': [[0]], 'dtype': []}",5.662441253662109e-06
#177,sar_r31_parallel_decoder_toy_dataset,9,"{'input_size': [[256]], 'value': [[1]], 'dtype': []}",5.7363510131835934e-06
#178,sar_r31_parallel_decoder_toy_dataset,404,"{'input_size': [[10]], 'value': [[0]], 'dtype': []}",5.7077407836914066e-06
#179,sar_r31_parallel_decoder_toy_dataset,19,"{'input_size': [[512]], 'value': [[1]], 'dtype': []}",5.51462173461914e-06
#180,sar_r31_parallel_decoder_toy_dataset,19,"{'input_size': [[512]], 'value': [[1.0]], 'dtype': []}",5.686283111572266e-06
#181,sar_r31_parallel_decoder_toy_dataset,22,"{'input_size': [[512]], 'value': [[0]], 'dtype': []}",5.655288696289062e-06
#182,sar_r31_parallel_decoder_toy_dataset,11,"{'input_size': [[256]], 'value': [[0]], 'dtype': []}",5.564689636230469e-06
#183,centernet_resnet18_140e_coco,11,"{'input_size': [[64]], 'value': [[1]], 'dtype': []}",5.700588226318359e-06
#184,centernet_resnet18_140e_coco,7,"{'input_size': [[64]], 'value': [[1.0]], 'dtype': []}",5.750656127929688e-06
#185,centernet_resnet18_140e_coco,11,"{'input_size': [[128]], 'value': [[1]], 'dtype': []}",5.745887756347657e-06
