id,source_neural_network,num_of_calls,parameters,running_time
#102,seresnet50_8xb32_cifar10,80,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",9.548664093017577e-06
#103,deeplabv3_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",1.2218952178955078e-05
#104,deeplabv3_r50-d8_512x512_80k_ade20k,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.2040138244628906e-05
#105,deeplabv3_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[]], 'dim': [], 'keepdim': []}",1.177072525024414e-05
#106,deeplabv3_r50-d8_512x512_80k_ade20k,104,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.621246337890625e-05
#107,deeplabv3_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",9.095668792724609e-06
#108,deeplabv3_r50-d8_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",9.465217590332032e-06
#109,deeplabv3_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.4383792877197265e-05
#110,deeplabv3_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",9.357929229736328e-06
#111,deeplabv3_r50-d8_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.2178421020507812e-05
#112,deeplabv3_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",9.407997131347656e-06
#113,efficientnet-b0_8xb32_cifar10,32,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",9.064674377441407e-06
#114,efficientnet-b0_8xb32_cifar10,20,"{'input_size': [[32]], 'dim': [], 'keepdim': []}",1.1987686157226563e-05
#115,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[112]], 'dim': [], 'keepdim': []}",1.383066177368164e-05
#116,efficientnet-b0_8xb32_cifar10,60,"{'input_size': [[672]], 'dim': [], 'keepdim': []}",9.100437164306641e-06
#117,efficientnet-b0_8xb32_cifar10,24,"{'input_size': [[80]], 'dim': [], 'keepdim': []}",9.131431579589843e-06
#118,efficientnet-b0_8xb32_cifar10,60,"{'input_size': [[480]], 'dim': [], 'keepdim': []}",1.2078285217285155e-05
#119,efficientnet-b0_8xb32_cifar10,40,"{'input_size': [[144]], 'dim': [], 'keepdim': []}",1.199960708618164e-05
#120,efficientnet-b0_8xb32_cifar10,40,"{'input_size': [[240]], 'dim': [], 'keepdim': []}",8.397102355957031e-06
#121,efficientnet-b0_8xb32_cifar10,80,"{'input_size': [[1152]], 'dim': [], 'keepdim': []}",9.427070617675781e-06
#122,efficientnet-b0_8xb32_cifar10,20,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",1.6584396362304688e-05
#123,swin-base_16xb64_cifar10,212,"{'input_size': [[1536]], 'dim': [], 'keepdim': []}",9.331703186035156e-06
#124,swin-base_16xb64_cifar10,119,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",9.305477142333985e-06
#125,swin-base_16xb64_cifar10,198,"{'input_size': [[1536, 384]], 'dim': [], 'keepdim': []}",1.5239715576171875e-05
#126,swin-base_16xb64_cifar10,180,"{'input_size': [[384, 384]], 'dim': [], 'keepdim': []}",9.684562683105468e-06
#127,swin-base_16xb64_cifar10,180,"{'input_size': [[1152]], 'dim': [], 'keepdim': []}",9.357929229736328e-06
#128,swin-base_16xb64_cifar10,180,"{'input_size': [[1152, 384]], 'dim': [], 'keepdim': []}",1.744985580444336e-05
#129,swin-base_16xb64_cifar10,180,"{'input_size': [[169, 12]], 'dim': [], 'keepdim': []}",9.05752182006836e-06
#130,swin-base_16xb64_cifar10,972,"{'input_size': [[384]], 'dim': [], 'keepdim': []}",8.974075317382813e-06
#131,swin-base_16xb64_cifar10,180,"{'input_size': [[384, 1536]], 'dim': [], 'keepdim': []}",1.3659000396728515e-05
#132,swin-base_16xb64_cifar10,148,"{'input_size': [[768]], 'dim': [], 'keepdim': []}",9.28640365600586e-06
#133,fcn_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",4.0009021759033204e-05
#134,fcn_r50-d8_512x512_80k_ade20k,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",9.381771087646485e-06
#135,fcn_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[]], 'dim': [], 'keepdim': []}",9.415149688720704e-06
#136,fcn_r50-d8_512x512_80k_ade20k,86,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",9.410381317138672e-06
#137,fcn_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",8.9263916015625e-06
#138,fcn_r50-d8_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",8.947849273681641e-06
#139,fcn_r50-d8_512x512_80k_ade20k,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",9.453296661376953e-06
#140,fcn_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.36566162109375e-05
#141,fcn_r50-d8_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.2006759643554687e-05
#142,fcn_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.800060272216797e-05
#143,solo_r50_fpn_1x_coco,12,"{'input_size': [[256, 64, 1, 1]], 'dim': [], 'keepdim': []}",9.388923645019532e-06
#144,solo_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",9.441375732421875e-06
#145,solo_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",8.895397186279297e-06
#146,solo_r50_fpn_1x_coco,95,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.205921173095703e-05
#147,solo_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",9.357929229736328e-06
#148,solo_r50_fpn_1x_coco,266,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",9.028911590576171e-06
#149,solo_r50_fpn_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",8.928775787353516e-06
#150,solo_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",8.988380432128907e-06
#151,solo_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",8.864402770996094e-06
#152,solo_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",8.842945098876954e-06
#153,vit-base-p16_pt-64xb64_cifar10-224,4,"{'input_size': [[1000]], 'dim': [], 'keepdim': []}",9.005069732666016e-06
#154,vit-base-p16_pt-64xb64_cifar10-224,4,"{'input_size': [[1000, 3072]], 'dim': [], 'keepdim': []}",8.783340454101563e-06
#155,vit-base-p16_pt-64xb64_cifar10-224,5,"{'input_size': [[]], 'dim': [], 'keepdim': []}",1.2540817260742188e-05
#156,vit-base-p16_pt-64xb64_cifar10-224,406,"{'input_size': [[768]], 'dim': [], 'keepdim': []}",9.326934814453124e-06
#157,vit-base-p16_pt-64xb64_cifar10-224,72,"{'input_size': [[2304, 768]], 'dim': [], 'keepdim': []}",9.12189483642578e-06
#158,vit-base-p16_pt-64xb64_cifar10-224,72,"{'input_size': [[2304]], 'dim': [], 'keepdim': []}",9.455680847167968e-06
#159,vit-base-p16_pt-64xb64_cifar10-224,72,"{'input_size': [[768, 768]], 'dim': [], 'keepdim': []}",1.216411590576172e-05
#160,vit-base-p16_pt-64xb64_cifar10-224,100,"{'input_size': [[3072, 768]], 'dim': [], 'keepdim': []}",9.365081787109375e-06
#161,vit-base-p16_pt-64xb64_cifar10-224,100,"{'input_size': [[3072]], 'dim': [], 'keepdim': []}",9.245872497558594e-06
#162,vit-base-p16_pt-64xb64_cifar10-224,84,"{'input_size': [[768, 3072]], 'dim': [], 'keepdim': []}",9.274482727050781e-06
#163,sar_r31_parallel_decoder_toy_dataset,126,"{'input_size': [[]], 'dim': [], 'keepdim': []}",9.21010971069336e-06
#164,sar_r31_parallel_decoder_toy_dataset,12,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.4519691467285156e-05
#165,sar_r31_parallel_decoder_toy_dataset,6,"{'input_size': [[512, 512]], 'dim': [], 'keepdim': []}",1.1966228485107421e-05
#166,sar_r31_parallel_decoder_toy_dataset,12,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",9.391307830810547e-06
#167,sar_r31_parallel_decoder_toy_dataset,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",9.298324584960938e-06
#168,sar_r31_parallel_decoder_toy_dataset,33,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",9.396076202392577e-06
#169,sar_r31_parallel_decoder_toy_dataset,94,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",9.047985076904298e-06
#170,sar_r31_parallel_decoder_toy_dataset,24,"{'input_size': [[2048, 512]], 'dim': [], 'keepdim': []}",8.912086486816407e-06
#171,sar_r31_parallel_decoder_toy_dataset,85,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",9.348392486572266e-06
#172,sar_r31_parallel_decoder_toy_dataset,202,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",9.36269760131836e-06
#173,centernet_resnet18_140e_coco,4,"{'input_size': [[2]], 'dim': [], 'keepdim': []}",8.971691131591797e-06
#174,centernet_resnet18_140e_coco,44,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.2035369873046874e-05
#175,centernet_resnet18_140e_coco,18,"{'input_size': [[64, 64, 3, 3]], 'dim': [], 'keepdim': []}",8.950233459472656e-06
#176,centernet_resnet18_140e_coco,60,"{'input_size': [[]], 'dim': [], 'keepdim': []}",1.199483871459961e-05
#177,centernet_resnet18_140e_coco,38,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.2598037719726563e-05
#178,centernet_resnet18_140e_coco,9,"{'input_size': [[128, 128, 3, 3]], 'dim': [], 'keepdim': []}",9.412765502929687e-06
#179,centernet_resnet18_140e_coco,9,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",9.446144104003906e-06
#180,centernet_resnet18_140e_coco,30,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.3790130615234376e-05
#181,centernet_resnet18_140e_coco,38,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.1932849884033202e-05
#182,centernet_resnet18_140e_coco,9,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.6655921936035156e-05
#183,detr_r50_8x2_150e_coco,180,"{'input_size': [[]], 'dim': [], 'keepdim': []}",9.474754333496094e-06
#184,detr_r50_8x2_150e_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",9.424686431884766e-06
#185,detr_r50_8x2_150e_coco,36,"{'input_size': [[768, 256]], 'dim': [], 'keepdim': []}",9.453296661376953e-06
#186,detr_r50_8x2_150e_coco,40,"{'input_size': [[256, 256]], 'dim': [], 'keepdim': []}",1.6205310821533203e-05
#187,detr_r50_8x2_150e_coco,48,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",9.365081787109375e-06
#188,detr_r50_8x2_150e_coco,286,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.8851757049560545e-05
#189,detr_r50_8x2_150e_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",8.802413940429688e-06
#190,detr_r50_8x2_150e_coco,60,"{'input_size': [[100, 4]], 'dim': [[-1]], 'keepdim': []}",9.272098541259766e-06
#191,detr_r50_8x2_150e_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",9.188652038574219e-06
#192,detr_r50_8x2_150e_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.2061595916748048e-05
#193,repvgg-A0_4xb64-coslr-120e_cifar10,36,"{'input_size': [[1280]], 'dim': [], 'keepdim': []}",1.18255615234375e-05
#194,repvgg-A0_4xb64-coslr-120e_cifar10,112,"{'input_size': [[48]], 'dim': [], 'keepdim': []}",9.014606475830079e-06
#195,repvgg-A0_4xb64-coslr-120e_cifar10,117,"{'input_size': [[192, 192, 1, 1]], 'dim': [], 'keepdim': []}",8.950233459472656e-06
#196,repvgg-A0_4xb64-coslr-120e_cifar10,18,"{'input_size': [[48, 48, 3, 3]], 'dim': [], 'keepdim': []}",1.383066177368164e-05
#197,repvgg-A0_4xb64-coslr-120e_cifar10,20,"{'input_size': [[]], 'dim': [], 'keepdim': []}",1.1448860168457032e-05
#198,repvgg-A0_4xb64-coslr-120e_cifar10,117,"{'input_size': [[192, 192, 3, 3]], 'dim': [], 'keepdim': []}",9.317398071289062e-06
#199,repvgg-A0_4xb64-coslr-120e_cifar10,192,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",1.2528896331787109e-05
#200,repvgg-A0_4xb64-coslr-120e_cifar10,712,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",1.193523406982422e-05
#201,repvgg-A0_4xb64-coslr-120e_cifar10,27,"{'input_size': [[96, 96, 3, 3]], 'dim': [], 'keepdim': []}",1.199960708618164e-05
#202,repvgg-A0_4xb64-coslr-120e_cifar10,27,"{'input_size': [[96, 96, 1, 1]], 'dim': [], 'keepdim': []}",8.902549743652345e-06
#203,mask_rcnn_r50_fpn_1x_coco,60,"{'input_size': [[]], 'dim': [], 'keepdim': []}",9.1552734375e-06
#204,mask_rcnn_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.695394515991211e-05
