id,source_neural_network,num_of_calls,parameters,running_time
#72,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[8, 192300]], 'max2': []}",9.720325469970704e-06
#73,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[14, 498]], 'max2': []}",1.257181167602539e-05
#74,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 2000]], 'max2': []}",9.739398956298828e-06
#75,cascade_rcnn_r50_fpn_1x_coco,2,"{'max1': [[14, 216575]], 'max2': []}",9.21010971069336e-06
#76,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[1, 511]], 'max2': []}",1.31988525390625e-05
#77,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[4, 508]], 'max2': []}",9.698867797851562e-06
#78,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[12, 500]], 'max2': []}",9.593963623046875e-06
#79,cascade_rcnn_r50_fpn_1x_coco,4,"{'max1': [[8, 504]], 'max2': []}",1.599550247192383e-05
#80,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,10,"{'max1': [[1, 1]], 'max2': []}",8.81671905517578e-06
#81,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,3,"{'max1': [[3, 3]], 'max2': [[1]]}",9.024143218994141e-06
#82,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,3,"{'max1': [[3, 1, 2]], 'max2': [[1, 3, 2]]}",9.63449478149414e-06
#83,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 1, 2]], 'max2': [[1, 2, 2]]}",8.511543273925782e-06
#84,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 2]], 'max2': [[1]]}",9.34600830078125e-06
#85,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,8,"{'max1': [[2, 2]], 'max2': []}",8.864402770996094e-06
#86,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,5,"{'max1': [[1, 1]], 'max2': [[1]]}",9.186267852783203e-06
#87,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,5,"{'max1': [[1, 1, 2]], 'max2': [[1, 1, 2]]}",8.955001831054688e-06
#88,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,6,"{'max1': [[3, 3]], 'max2': []}",8.611679077148437e-06
#89,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,4,"{'max1': [[2, 1]], 'max2': []}",9.174346923828124e-06
#90,dbnet_r18_fpnc_1200e_icdar2015,20,"{'max1': [[4, 640, 640]], 'max2': []}",8.978843688964843e-06
#91,atss_r50_fpn_1x_coco,4,"{'max1': [[3, 2]], 'max2': []}",9.622573852539062e-06
#92,atss_r50_fpn_1x_coco,2,"{'max1': [[85]], 'max2': [[1]]}",1.2416839599609375e-05
#93,atss_r50_fpn_1x_coco,2,"{'max1': [[85, 2]], 'max2': [[85, 2]]}",1.0259151458740235e-05
#94,atss_r50_fpn_1x_coco,2,"{'max1': [[8, 2]], 'max2': []}",4.359722137451172e-05
#95,atss_r50_fpn_1x_coco,2,"{'max1': [[8, 2]], 'max2': [[8, 2]]}",9.870529174804687e-06
#96,atss_r50_fpn_1x_coco,4,"{'max1': [[3]], 'max2': [[1]]}",9.696483612060547e-06
#97,atss_r50_fpn_1x_coco,4,"{'max1': [[3, 2]], 'max2': [[3, 2]]}",8.907318115234375e-06
#98,atss_r50_fpn_1x_coco,8,"{'max1': [[9]], 'max2': [[1]]}",9.06229019165039e-06
#99,atss_r50_fpn_1x_coco,8,"{'max1': [[9, 2]], 'max2': [[9, 2]]}",9.260177612304688e-06
#100,atss_r50_fpn_1x_coco,8,"{'max1': [[9, 2]], 'max2': []}",1.2426376342773437e-05
#101,fcos_r50_caffe_fpn_gn-head_1x_coco,4,"{'max1': [[498, 2]], 'max2': []}",1.8656253814697266e-05
#102,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[20267, 4, 4]], 'max2': [[-1]]}",8.933544158935547e-06
#103,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[468, 2]], 'max2': []}",8.6212158203125e-06
#104,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[18134, 2, 4]], 'max2': [[-1]]}",9.641647338867187e-06
#105,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[1562, 2]], 'max2': []}",8.859634399414062e-06
#106,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[153, 2]], 'max2': []}",1.7163753509521483e-05
#107,fcos_r50_caffe_fpn_gn-head_1x_coco,3,"{'max1': [[20267, 3, 4]], 'max2': [[-1]]}",8.885860443115235e-06
#108,fcos_r50_caffe_fpn_gn-head_1x_coco,2,"{'max1': [[362, 2]], 'max2': []}",8.687973022460937e-06
#109,fcos_r50_caffe_fpn_gn-head_1x_coco,3,"{'max1': [[20267, 1, 4]], 'max2': [[-1]]}",9.72747802734375e-06
#110,fcos_r50_caffe_fpn_gn-head_1x_coco,4,"{'max1': [[22400, 1, 4]], 'max2': [[-1]]}",9.768009185791015e-06
#111,retinanet_r50_fpn_1x_coco,1,"{'max1': [[12, 1, 2]], 'max2': [[1, 163206, 2]]}",1.3000965118408203e-05
#112,retinanet_r50_fpn_1x_coco,1,"{'max1': [[12, 163206]], 'max2': [[1]]}",9.29117202758789e-06
#113,retinanet_r50_fpn_1x_coco,2,"{'max1': [[12, 163206]], 'max2': []}",8.68082046508789e-06
#114,retinanet_r50_fpn_1x_coco,1,"{'max1': [[5, 1, 2]], 'max2': [[1, 182403, 2]]}",9.653568267822266e-06
#115,retinanet_r50_fpn_1x_coco,1,"{'max1': [[5, 182403]], 'max2': [[1]]}",8.759498596191407e-06
#116,retinanet_r50_fpn_1x_coco,2,"{'max1': [[5, 182403]], 'max2': []}",8.58306884765625e-06
#117,retinanet_r50_fpn_1x_coco,1,"{'max1': [[2, 1, 2]], 'max2': [[1, 182403, 2]]}",1.4429092407226563e-05
#118,retinanet_r50_fpn_1x_coco,2,"{'max1': [[1, 163206]], 'max2': []}",9.62972640991211e-06
#119,retinanet_r50_fpn_1x_coco,2,"{'max1': [[2, 182403]], 'max2': []}",8.88824462890625e-06
#120,retinanet_r50_fpn_1x_coco,2,"{'max1': [[7, 193374]], 'max2': []}",9.143352508544922e-06
